,x,y,z,Time,Hour,Minutes,Seconds,Intensity,dt
149670,0.496,-0.988,-0.953,2494.483333,5,11,34.48333333,1.459578364,FALSE
149671,0.539,-0.805,-0.43,2494.5,5,11,34.5,1.059927356,FALSE
149672,0.461,-0.566,-0.242,2494.516667,5,11,34.51666667,0.769052014,FALSE
149673,0.324,-0.129,-0.41,2494.533333,5,11,34.53333333,0.538253658,FALSE
149674,0.184,-0.047,-0.055,2494.55,5,11,34.55,0.197711912,FALSE
149675,0.223,-0.344,-0.219,2494.566667,5,11,34.56666667,0.464785972,FALSE
149676,0.32,-0.129,0.125,2494.583333,5,11,34.58333333,0.366968664,FALSE
149677,0.297,-0.914,0.109,2494.6,5,11,34.6,0.967205252,FALSE
149678,0.352,-2.039,-0.988,2494.616667,5,11,34.61666667,2.292938944,TRUE
149679,0.41,-2.699,-0.523,2494.633333,5,11,34.63333333,2.779609685,TRUE
149680,0.863,-1.895,-0.609,2494.65,5,11,34.65,2.169487267,TRUE
149681,0.039,-1.371,-0.176,2494.666667,5,11,34.66666667,1.382800781,FALSE
149682,-0.078,-1.117,0.016,2494.683333,5,11,34.68333333,1.119834363,FALSE
149683,0.293,-0.977,0.117,2494.7,5,11,34.7,1.026677651,FALSE
149684,0.031,-1,-0.012,2494.716667,5,11,34.71666667,1.000552347,FALSE
149685,-0.004,-0.984,-0.078,2494.733333,5,11,34.73333333,0.987094727,FALSE
149686,0.328,-1.254,-0.184,2494.75,5,11,34.75,1.309181424,FALSE
149687,0.371,-1.242,-0.063,2494.766667,5,11,34.76666667,1.297757296,FALSE
149688,0.398,-1.352,-0.164,2494.783333,5,11,34.78333333,1.418874202,FALSE
149689,0.316,-1.332,-0.25,2494.8,5,11,34.8,1.391610578,FALSE
149690,0.355,-1.297,-0.203,2494.816667,5,11,34.81666667,1.359942278,FALSE
149691,0.293,-1.406,-0.301,2494.833333,5,11,34.83333333,1.467407919,FALSE
149692,0.273,-1.512,-0.289,2494.85,5,11,34.85,1.563391825,TRUE
149693,0.285,-1.477,-0.422,2494.866667,5,11,34.86666667,1.562318149,TRUE
149694,0.152,-1.203,-0.348,2494.883333,5,11,34.88333333,1.261513773,FALSE
149695,0.188,-0.898,-0.383,2494.9,5,11,34.9,0.99420169,FALSE
149696,0.109,-0.688,-0.531,2494.916667,5,11,34.91666667,0.875891546,FALSE
149697,-0.23,-0.801,-0.352,2494.933333,5,11,34.93333333,0.904657394,FALSE
149698,0.418,-0.84,-1.051,2494.95,5,11,34.95,1.408873664,FALSE
149699,0.438,-0.77,-0.918,2494.966667,5,11,34.96666667,1.27572254,FALSE
149700,0.387,-0.801,-0.613,2494.983333,5,11,34.98333333,1.080342075,FALSE
149701,0.535,-0.895,-0.609,2495,5,11,35,1.207530952,FALSE
149702,0.645,-0.688,-0.445,2495.016667,5,11,35.01666667,1.042781856,FALSE
149703,0.375,-0.277,-0.18,2495.033333,5,11,35.03333333,0.499753939,FALSE
149704,0.219,-0.168,-0.383,2495.05,5,11,35.05,0.472095329,FALSE
149705,0.098,-0.242,-0.266,2495.066667,5,11,35.06666667,0.3727251,FALSE
149706,0.168,-0.316,-0.148,2495.083333,5,11,35.08333333,0.387277678,FALSE
149707,0.535,-0.379,-0.207,2495.1,5,11,35.1,0.687542726,FALSE
149708,0.773,-0.453,-0.047,2495.116667,5,11,35.11666667,0.897188386,FALSE
149709,0.789,-1.473,-0.117,2495.133333,5,11,35.13333333,1.675093729,TRUE
149710,-0.094,-2.93,-1.219,2495.15,5,11,35.15,3.174853855,TRUE
149711,0.691,-1.516,-0.41,2495.166667,5,11,35.16666667,1.715761347,TRUE
149712,-0.34,-1.375,0.117,2495.183333,5,11,35.18333333,1.421236785,FALSE
149713,0.063,-1.203,0.141,2495.2,5,11,35.2,1.212872211,FALSE
149714,-0.066,-0.883,0.078,2495.216667,5,11,35.21666667,0.888892007,FALSE
149715,-0.184,-0.832,0.004,2495.233333,5,11,35.23333333,0.852112669,FALSE
149716,0.09,-1.215,-0.16,2495.25,5,11,35.25,1.228790055,FALSE
149717,0.09,-1.219,-0.09,2495.266667,5,11,35.26666667,1.225626778,FALSE
149718,0.352,-1.242,-0.121,2495.283333,5,11,35.28333333,1.296575875,FALSE
149719,0.41,-1.395,-0.137,2495.3,5,11,35.3,1.460443083,FALSE
149720,0.438,-1.41,-0.063,2495.316667,5,11,35.31666667,1.477806821,FALSE
149721,0.48,-1.438,-0.215,2495.333333,5,11,35.33333333,1.531165896,TRUE
149722,0.488,-1.441,-0.27,2495.35,5,11,35.35,1.545161804,TRUE
149723,0.363,-1.473,-0.395,2495.366667,5,11,35.36666667,1.567648877,TRUE
149724,0.309,-1.352,-0.512,2495.383333,5,11,35.38333333,1.478353476,FALSE
149725,0.355,-1.266,-0.406,2495.4,5,11,35.4,1.37608757,FALSE
149726,0.207,-1.129,-0.344,2495.416667,5,11,35.41666667,1.198259571,FALSE
149727,0.078,-0.91,-0.555,2495.433333,5,11,35.43333333,1.068741784,FALSE
