Frame#,Time,XW,YW,ZW,XRM,YRM,ZRM,VXW,VYW,VZW,VXRM,VYRM,VZRM,AXW,AYW,AZW,AXRM,AYRM,AZRM,AXRM_G,AYRM_G,AZRM_G
517,8.6,55.7462,-58.37992,91.95676,51.43099,-44.84246,122.37673,,,,,,,,,,,,,0,0,0
518,8.617,58.13716,-58.98095,92.63094,53.75152,-44.81045,122.70544,,,,,,,,,,,,,0,0,0
519,8.633,60.75763,-59.31035,93.07926,56.11692,-44.74334,122.92149,,,,,,,,,,,,,0,0,0
520,8.65,63.61901,-59.32522,93.36418,58.6139,-44.58989,123.04836,,,,,,,,,,,,,0,0,0
521,8.667,66.81347,-59.0279,93.4556,61.17058,-44.3745,123.07782,,,,,,,,,,,,,0,0,0
522,8.683,70.1927,-58.40503,93.37315,63.84131,-44.10675,122.99025,,,,,,,,,,,,,0,0,0
523,8.7,73.68175,-57.47153,93.05604,66.60754,-43.73804,122.8172,,,,,,,,,,,,,0,0,0
524,8.717,77.40189,-56.29777,92.7263,69.42393,-43.27568,122.51606,,,,,,,,,,,,,0,0,0
525,8.733,81.03816,-54.84361,92.1821,72.31517,-42.78148,122.19588,,,,,,,,,,,,,0,0,0
526,8.75,84.78014,-53.13952,91.62702,75.2654,-42.18675,121.82768,,,,,,,,,,,,,0,0,0
527,8.767,88.46717,-51.18369,91.01825,78.2601,-41.51324,121.39391,,,,,,,,,,,,,0,0,0
528,8.783,92.11859,-48.89064,90.39383,81.29248,-40.78345,120.97482,,,,,,,,,,,,,0,0,0
529,8.8,95.61591,-46.10352,89.82339,84.27744,-39.94416,120.62159,,,,,,,,,,,,,0,0,0
530,8.817,98.89717,-42.88292,89.32941,87.27608,-38.97919,120.39981,,,,,,,,,,,,,0,0,0
531,8.833,101.86958,-39.27705,89.05352,90.28696,-37.89271,120.26659,,,,,,,,,,,,,0,0,0
532,8.85,104.55725,-35.38878,89.03989,93.08593,-36.56648,120.18528,,,,,,,,,,,,,0,0,0
533,8.867,107.01427,-31.16008,89.33668,95.87756,-34.96384,120.20924,,,,,,,,,,,,,0,0,0
534,8.883,108.82507,-26.84224,89.83779,98.45665,-33.06503,120.30586,,,,,,,,,,,,,0,0,0
535,8.9,110.17159,-22.3457,90.65076,100.87588,-31.01376,120.52913,,,,,,,,,,,,,0,0,0
536,8.917,111.20468,-17.69544,91.76882,103.06502,-28.7874,120.81338,,,,,,,,,,,,,0,0,0
537,8.933,111.81914,-13.06394,93.19103,105.15443,-26.38901,121.17375,,,,,,,,,,,,,0,0,0
538,8.95,112.05997,-8.52042,94.84982,108.32783,-27.93999,110.42066,,,,,,,,,,,,,0,0,0
539,8.967,112.01322,-4.11882,96.70366,110.34104,-24.87877,110.723,,,,,,,,,,,,,0,0,0
540,8.983,111.70555,0.12757,98.81514,109.78754,-18.76169,122.41402,,,,,,,,,,,,,0,0,0
541,9,111.1311,4.11995,101.1225,113.59688,-18.47471,111.5569,,,,,,,,,,,,,0,0,0
542,9.017,110.37785,7.86447,103.53233,114.80667,-15.22003,112.01683,,,,,,,,,,,,,0,0,0
543,9.033,109.47771,11.31876,106.02608,112.61357,-11.17873,123.89899,,,,,,,,,,,,,0,0,0
544,9.05,108.50806,14.46388,108.56098,116.51307,-8.70921,113.01696,,,,,,,,,,,,,0,0,0
545,9.067,107.35038,17.34516,111.04214,113.71647,-6.32762,124.83621,,,,,,,,,,,,,0,0,0
546,9.083,106.16012,19.93919,113.48943,117.18443,-2.35915,114.06823,,,,,,,,,,,,,0,0,0
547,9.1,104.9149,22.2709,115.89014,117.07674,0.67835,114.58157,,,,,,,,,,,,,0,0,0
548,9.117,103.57883,24.34335,118.13253,113.78401,0.74289,126.10788,,,,,,,,,,,,,0,0,0
549,9.133,102.15142,26.16547,120.21059,116.19353,6.32585,115.5982,,,,,,,,,,,,,0,0,0
550,9.15,100.63509,27.76305,122.13453,115.37199,8.88907,116.01175,,,,,,,,,,,,,0,0,0
551,9.167,99.10642,29.15422,123.90253,114.3154,11.30055,116.32925,,,,,,,,,,,,,0,0,0
552,9.183,97.51304,30.33076,125.4655,113.09231,13.5042,116.57651,,,,,,,,,,,,,0,0,0
553,9.2,95.76775,31.3304,126.75716,111.77177,15.57874,116.71957,,,,,,,,,,,,,0,0,0
554,9.217,94.00124,32.18653,127.82294,108.61167,12.52053,127.2278,,,,,,,,,,,,,0,0,0
555,9.233,92.16758,32.88347,128.60199,107.30566,14.002,127.07059,,,,,,,,,,,,,0,0,0
556,9.25,90.26988,33.49268,129.10648,105.95364,15.40788,126.83818,,,,,,,,,,,,,0,0,0
557,9.267,88.35878,34.06681,129.29413,104.42592,16.7002,126.51933,,,,,,,,,,,,,0,0,0
558,9.283,86.33651,34.54966,129.21558,102.82155,17.88879,126.10533,,,,,,,,,,,,,0,0,0
559,9.3,84.19732,34.93239,128.85663,101.12302,18.96722,125.63618,,,,,,,,,,,,,0,0,0
560,9.317,82.04102,35.20764,128.24258,99.33252,19.92038,125.12019,,,,,,,,,,,,,0,0,0
561,9.333,79.74893,35.42459,127.40369,97.5476,20.70385,124.57212,,,,,,,,,,,,,0,0,0
562,9.35,77.43726,35.50603,126.31532,95.67461,21.38371,123.9561,,,,,,,,,,,,,0,0,0
563,9.367,75.05972,35.53966,124.98167,93.85145,21.91784,123.32741,,,,,,,,,,,,,0,0,0
564,9.383,72.692,35.46569,123.40225,92.04916,22.35461,122.62852,,,,,,,,,,,,,0,0,0
565,9.4,70.35828,35.30957,121.61715,90.29643,22.6689,121.93013,,,,,,,,,,,,,0,0,0
566,9.417,68.08578,35.08978,119.5968,88.60997,22.90802,121.28258,,,,,,,,,,,,,0,0,0
567,9.433,65.86955,34.78251,117.35175,86.91029,23.11961,120.64857,,,,,,,,,,,,,0,0,0
568,9.45,63.74796,34.4562,114.97953,85.3511,23.29033,120.06902,,,,,,,,,,,,,0,0,0
569,9.467,61.84518,33.93348,112.40986,83.85015,23.449,119.5984,,,,,,,,,,,,,0,0,0
570,9.483,60.11256,33.43079,109.73434,82.48286,23.65068,119.26359,,,,,,,,,,,,,0,0,0
571,9.5,58.54557,32.9593,106.98824,81.16887,23.83672,119.04396,,,,,,,,,,,,,0,0,0
572,9.517,57.43504,32.40787,104.05582,79.84344,24.04691,118.92522,,,,,,,,,,,,,0,0,0
573,9.533,56.55775,31.92658,101.17442,78.45009,24.30241,118.91283,,,,,,,,,,,,,0,0,0
574,9.55,56.11402,31.48512,98.2688,77.00549,24.56536,118.97505,,,,,,,,,,,,,0,0,0
575,9.567,56.11088,31.09018,95.43542,75.44074,24.90164,119.05595,,,,,,,,,,,,,0,0,0
576,9.583,56.4604,30.69414,92.78,73.73343,25.23721,119.15271,,,,,,,,,,,,,0,0,0
577,9.6,57.16142,30.3946,90.51208,71.98409,25.55069,119.16552,,,,,,,,,,,,,0,0,0
578,9.617,58.03178,30.22383,88.70419,70.29143,25.85951,119.1497,,,,,,,,,,,,,0,0,0
579,9.633,59.21072,30.2047,87.31479,68.67684,26.16311,119.09338,,,,,,,,,,,,,0,0,0
580,9.65,60.47486,30.32092,86.3837,67.23672,26.40381,119.06863,,,,,,,,,,,,,0,0,0
581,9.667,61.85653,30.53349,85.84172,65.93005,26.57751,119.11672,,,,,,,,,,,,,0,0,0
582,9.683,63.17222,30.87763,85.77126,64.82867,26.80263,119.34232,,,,,,,,,,,,,0,0,0
583,9.7,64.42226,31.39564,86.05415,63.89395,27.0458,119.73856,,,,,,,,,,,,,0,0,0
584,9.717,65.48296,32.01122,86.67774,63.03054,27.39469,120.26634,,,,,,,,,,,,,0,0,0
585,9.733,66.34397,32.74092,87.53326,62.22384,27.75434,120.90513,,,,,,,,,,,,,0,0,0
586,9.75,66.98532,33.59105,88.49828,61.3723,28.14198,121.59444,,,,,,,,,,,,,0,0,0
587,9.767,67.33586,34.51466,89.49748,60.44826,28.60381,122.2664,,,,,,,,,,,,,0,0,0
588,9.783,67.40292,35.4992,90.46355,59.36705,29.06736,122.8901,,,,,,,,,,,,,0,0,0
589,9.8,67.22331,36.48011,91.33251,58.20155,29.58046,123.41024,,,,,,,,,,,,,0,0,0
590,9.817,66.71696,37.5783,92.19005,56.90225,30.10622,123.86253,,,,,,,,,,,,,0,0,0
591,9.833,66.03796,38.62966,92.84968,55.50123,30.64116,124.16373,,,,,,,,,,,,,0,0,0
592,9.85,65.0585,39.74724,93.41432,53.98195,31.15714,124.33524,,,,,,,,,,,,,0,0,0
593,9.867,63.83014,40.80932,93.78376,52.3527,31.6866,124.37532,,,,,,,,,,,,,0,0,0
594,9.883,62.34452,41.84398,93.98055,50.70364,32.23804,124.29819,,,,,,,,,,,,,0,0,0
595,9.9,60.6307,42.86444,93.97522,48.87772,32.80198,124.07217,,,,,,,,,,,,,0,0,0
596,9.917,58.64161,43.80751,93.74823,46.93168,33.35404,123.70759,,,,,,,,,,,,,0,0,0
597,9.933,56.42534,44.71679,93.35077,44.90207,33.9108,123.22781,,,,,,,,,,,,,0,0,0
598,9.95,53.91823,45.5807,92.74482,42.70845,34.49407,122.58682,,,,,,,,,,,,,0,0,0
599,9.967,51.14391,46.40417,91.99192,40.39111,35.10465,121.86905,,,,,,,,,,,,,0,0,0
600,9.983,48.16455,47.1712,91.09183,37.98176,35.69243,121.05582,,,,,,,,,,,,,0,0,0
601,10,44.91349,47.87153,90.10796,35.47513,36.29391,120.16804,,,,,,,,,,,,,0,0,0
602,10.017,41.51975,48.49586,88.99899,32.78814,36.84844,119.23823,,,,,,,,,,,,,0,0,0
603,10.033,37.83698,49.01449,87.8839,29.95334,37.39153,118.28669,,,,,,,,,,,,,0,0,0
604,10.05,33.92528,49.45867,86.80626,27.00756,37.92289,117.36684,,,,,,,,,,,,,0,0,0
605,10.067,29.74207,49.7048,85.72107,23.90357,38.40231,116.53386,,,,,,,,,,,,,0,0,0
606,10.083,25.28503,49.79384,84.68791,20.74157,38.85349,115.77805,,,,,,,,,,,,,0,0,0
607,10.1,20.486,49.72026,83.78073,17.45655,39.30885,115.18697,,,,,,,,,,,,,0,0,0
608,10.117,15.47539,49.49543,82.9932,14.1183,39.7562,114.73151,,,,,,,,,,,,,0,0,0
609,10.133,10.18171,49.14151,82.42428,10.69862,40.22921,114.4001,,,,,,,,,,,,,0,0,0
610,10.15,4.68906,48.66806,82.09273,7.11921,40.65121,114.21986,,,,,,,,,,,,,0,0,0
611,10.167,-1.01265,48.10875,82.06826,3.41763,41.05131,114.20716,,,,,,,,,,,,,0,0,0
612,10.183,-6.94367,47.4246,82.46554,-0.30248,41.40168,114.41091,,,,,,,,,,,,,0,0,0
613,10.2,-12.84574,46.61376,83.33768,-3.94249,41.66978,114.79009,,,,,,,,,,,,,0,0,0
614,10.217,-18.64888,45.73312,84.7287,-7.3739,41.93247,115.34514,,,,,,,,,,,,,0,0,0
615,10.233,-24.14107,44.78225,86.5538,-10.55968,42.28884,116.0359,,,,,,,,,,,,,0,0,0
616,10.25,-29.42181,43.82789,88.82406,-13.58248,42.70113,116.74878,,,,,,,,,,,,,0,0,0
617,10.267,-34.21367,42.90776,91.29718,-16.42361,43.17606,117.50652,,,,,,,,,,,,,0,0,0
618,10.283,-38.68135,42.04824,93.95127,-19.13179,43.67252,118.24718,,,,,,,,,,,,,0,0,0
619,10.3,-42.75297,41.31479,96.68294,-21.80985,44.14388,118.99995,,,,,,,,,,,,,0,0,0
620,10.317,-46.53579,40.666,99.4652,-24.43338,44.58337,119.73114,,,,,,,,,,,,,0,0,0
621,10.333,-50.06445,40.11424,102.20387,-26.99038,44.99251,120.39689,,,,,,,,,,,,,0,0,0
622,10.35,-53.29505,39.64156,104.85831,-29.51901,45.34856,121.02849,,,,,,,,,,,,,0,0,0
623,10.367,-56.31129,39.24389,107.37114,-32.02471,45.67855,121.58475,,,,,,,,,,,,,0,0,0
624,10.383,-59.11763,38.90956,109.68185,-34.50741,45.93493,122.07696,,,,,,,,,,,,,0,0,0
625,10.4,-61.76881,38.65095,111.72043,-36.97435,46.15398,122.50553,,,,,,,,,,,,,0,0,0
626,10.417,-64.24365,38.38001,113.52384,-39.40572,46.30724,122.86858,,,,,,,,,,,,,0,0,0
627,10.433,-66.49659,38.27056,114.85549,-41.78145,46.40514,123.13094,,,,,,,,,,,,,0,0,0
628,10.45,-68.86198,38.03038,116.17695,-44.10735,46.45285,123.29929,,,,,,,,,,,,,0,0,0
629,10.467,-71.04904,37.91481,117.08643,-46.39567,46.49022,123.35738,,,,,,,,,,,,,0,0,0
630,10.483,-73.17321,37.7667,117.71919,-39.30638,48.83579,102.51794,,,,,,,,,,,,,0,0,0
631,10.5,-75.2364,37.63902,118.04286,-50.77416,46.40106,123.18647,,,,,,,,,,,,,0,0,0
632,10.517,-77.22411,37.52271,118.05524,-52.88246,46.33152,122.93581,,,,,,,,,,,,,0,0,0
633,10.533,-79.21288,37.41766,117.78615,-54.91184,46.26852,122.57888,,,,,,,,,,,,,0,0,0
634,10.55,-81.14064,37.29844,117.23154,-83.12383,22.06255,123.07207,,,,,,,,,,,,,0,0,0
635,10.567,-83.1413,37.17541,116.45107,-58.78098,46.1183,121.55006,,,,,,,,,,,,,0,0,0
636,10.583,-85.00393,37.05101,115.33543,-60.61074,46.07181,120.89958,,,,,,,,,,,,,0,0,0
637,10.6,-86.73712,36.93196,113.93983,-62.41014,46.00792,120.19774,,,,,,,,,,,,,0,0,0
638,10.617,-88.45904,36.81329,112.2438,-64.12121,45.9125,119.48435,,,,,,,,,,,,,0,0,0
639,10.633,-90.12562,36.70992,110.34804,-65.75195,45.80112,118.75009,,,,,,,,,,,,,0,0,0
640,10.65,-91.78728,36.6183,108.27749,-67.35133,45.65009,118.10112,,,,,,,,,,,,,0,0,0
641,10.667,-93.00032,36.5236,105.777,-68.8994,45.47488,117.5124,,,,,,,,,,,,,0,0,0
642,10.683,-94.45396,36.54097,103.47851,-70.4537,45.25487,117.01971,,,,,,,,,,,,,0,0,0
643,10.7,-95.61235,36.62063,100.93978,-72.03474,45.05091,116.67517,,,,,,,,,,,,,0,0,0
644,10.717,-96.55669,36.83206,98.32111,-73.69218,44.82127,116.5108,,,,,,,,,,,,,0,0,0
645,10.733,-97.30509,37.24664,95.74933,-75.36412,44.57114,116.48922,,,,,,,,,,,,,0,0,0
646,10.75,-97.9007,37.85399,93.28904,-77.14452,44.33247,116.52729,,,,,,,,,,,,,0,0,0
647,10.767,-98.34132,38.66678,91.03507,-79.15227,44.08274,116.61549,,,,,,,,,,,,,0,0,0
648,10.783,-98.69898,39.65107,89.04976,-81.25536,43.81155,116.64034,,,,,,,,,,,,,0,0,0
649,10.8,-99.06458,40.78116,87.39244,-83.42832,43.56068,116.66526,,,,,,,,,,,,,0,0,0
650,10.817,-99.42439,41.99472,86.07407,-85.67165,43.2416,116.761,,,,,,,,,,,,,0,0,0
651,10.833,-99.77682,43.23512,85.12821,-87.84946,42.96872,116.83959,,,,,,,,,,,,,0,0,0
652,10.85,-100.10697,44.48016,84.58808,-89.93802,42.71497,116.95961,,,,,,,,,,,,,0,0,0
653,10.867,-100.51624,45.72956,84.42577,-84.40055,44.51775,105.27923,,,,,,,,,,,,,0,0,0
654,10.883,-101.01379,46.9706,84.56277,-85.77621,44.70877,105.91859,,,,,,,,,,,,,0,0,0
655,10.9,-101.62624,48.17739,84.94485,-95.44521,42.46812,117.78477,,,,,,,,,,,,,0,0,0
656,10.917,-102.40372,49.37809,85.51185,-97.14044,42.56141,118.23849,,,,,,,,,,,,,0,0,0
657,10.933,-103.43413,50.52673,86.22682,-98.87502,42.6714,118.77062,,,,,,,,,,,,,0,0,0
658,10.95,-104.60463,51.5335,86.92545,-91.6907,45.89638,108.73984,,,,,,,,,,,,,0,0,0
659,10.967,-106.03409,52.44205,87.7013,-102.64938,42.84763,119.97096,,,,,,,,,,,,,0,0,0
660,10.983,-107.67035,53.21744,88.45113,-104.7144,42.80004,120.52328,,,,,,,,,,,,,0,0,0
661,11,-109.53365,53.87096,89.15545,-106.86238,42.68759,121.01095,,,,,,,,,,,,,0,0,0
662,11.017,-111.57406,54.32814,89.75269,-109.08117,42.52186,121.41874,,,,,,,,,,,,,0,0,0
663,11.033,-113.79839,54.55318,90.19894,-111.38997,42.27429,121.69836,,,,,,,,,,,,,0,0,0
664,11.05,-116.24276,54.54951,90.54551,-113.73302,41.94302,121.8949,,,,,,,,,,,,,0,0,0
665,11.067,-118.85496,54.25458,90.68826,-116.1205,41.54803,121.95267,,,,,,,,,,,,,0,0,0
666,11.083,-121.61405,53.73427,90.71321,-118.62033,41.08389,122.00125,,,,,,,,,,,,,0,0,0
667,11.1,-124.51102,53.00053,90.50593,-121.08371,40.5436,121.79664,,,,,,,,,,,,,0,0,0
668,11.117,-127.51348,52.04012,90.16502,-123.70622,39.8947,121.55264,,,,,,,,,,,,,0,0,0
669,11.133,-130.6394,50.90766,89.66807,-126.38238,39.12862,121.1031,,,,,,,,,,,,,0,0,0
670,11.15,-133.84111,49.5713,89.04453,-129.13191,38.22708,120.53191,,,,,,,,,,,,,0,0,0
671,11.167,-137.13867,48.08792,88.30495,-131.98268,37.17769,119.8204,,,,,,,,,,,,,0,0,0
672,11.183,-140.46123,46.42136,87.42577,-134.87401,35.96153,118.99723,,,,,,,,,,,,,0,0,0
673,11.2,-143.84944,44.55801,86.4558,-137.83925,34.58538,118.07441,,,,,,,,,,,,,0,0,0
674,11.217,-147.28384,42.38915,85.44309,-140.89471,33.03531,117.11494,,,,,,,,,,,,,0,0,0
675,11.233,-150.73177,39.93586,84.38358,-143.90523,31.28832,116.11858,,,,,,,,,,,,,0,0,0
676,11.25,-154.17601,37.18521,83.40818,-146.83821,29.32502,115.15979,,,,,,,,,,,,,0,0,0
677,11.267,-157.5412,34.1346,82.50627,-149.71291,27.15044,114.27816,,,,,,,,,,,,,0,0,0
678,11.283,-160.75542,30.79035,81.80447,-152.42526,24.79067,113.59635,,,,,,,,,,,,,0,0,0
679,11.3,-163.75726,27.07303,81.36621,-154.88589,22.2484,113.17104,,,,,,,,,,,,,0,0,0
680,11.317,-166.41261,22.93356,81.21931,-157.0479,19.61841,112.97079,,,,,,,,,,,,,0,0,0
681,11.333,-168.68771,18.49928,81.26974,-158.99043,17.04041,113.00482,,,,,,,,,,,,,0,0,0
682,11.35,-170.61586,13.90698,81.55916,-160.68185,14.64585,113.20505,,,,,,,,,,,,,0,0,0
683,11.367,-172.2318,9.25358,82.14333,-162.28107,12.29685,113.57285,,,,,,,,,,,,,0,0,0
684,11.383,-173.53627,4.59682,82.99834,-163.7216,10.07375,114.05682,,,,,,,,,,,,,0,0,0
685,11.4,-159.66861,14.25721,100.82073,-166.20714,12.17122,103.89365,,,,,,,,,,,,,0,0,0
686,11.417,-175.01822,-4.57371,85.44196,,,,,,,,,,,,,,,,0,0,0
687,11.433,-175.24863,-9.01113,87.01413,,,,,,,,,,,,,,,,0,0,0
688,11.45,-164.07179,4.84027,100.5017,,,,,,,,,,,,,,,,0,0,0
689,11.467,-174.96809,-17.28762,90.65124,,,,,,,,,,,,,,,,0,0,0
690,11.483,-169.44885,-1.41717,117.68176,,,,,,,,,,,,,,,,0,0,0
691,11.5,-169.80139,-3.3113,118.01861,,,,,,,,,,,,,,,,0,0,0
692,11.517,-170.00171,-5.23273,118.35147,,,,,,,,,,,,,,,,0,0,0
693,11.533,-170.02573,-7.18904,118.64431,,,,,,,,,,,,,,,,0,0,0
694,11.55,-169.95418,-9.07838,118.9557,-172.60222,-9.9031,107.37045,,,,,,,,,,,,,0,0,0
695,11.567,-169.65541,-10.96808,119.20834,-165.29196,-45.44706,98.85085,,,,,,,,,,,,,0,0,0
696,11.583,-169.18903,-12.77246,119.37556,-171.88506,-14.39886,107.88789,,,,,,,,,,,,,0,0,0
697,11.6,-168.63223,-14.56341,119.61926,-161.50562,-49.9221,104.56129,,,,,,,,,,,,,0,0,0
698,11.617,-167.88493,-16.26308,119.79339,-159.53993,-51.61588,107.06632,,,,,,,,,,,,,0,0,0
699,11.633,-167.03864,-17.85373,119.93569,-163.31738,-43.95105,111.22906,,,,,,,,,,,,,0,0,0
700,11.65,-166.11015,-19.33132,120.04075,-161.53448,-45.11802,112.42313,,,,,,,,,,,,,0,0,0
701,11.667,-165.04552,-20.70834,120.06712,-159.72934,-46.25008,113.53085,,,,,,,,,,,,,0,0,0
702,11.683,-163.93747,-22.03514,120.0993,-157.80496,-47.16909,114.36077,,,,,,,,,,,,,0,0,0
703,11.7,-162.68233,-23.2407,120.05449,-155.82762,-47.98788,114.98769,,,,,,,,,,,,,0,0,0
704,11.717,-161.4045,-24.27176,119.8999,-153.7451,-48.69972,115.34476,,,,,,,,,,,,,0,0,0
705,11.733,-160.03076,-25.26737,119.71226,-151.59248,-49.28175,115.43404,,,,,,,,,,,,,0,0,0
706,11.75,-158.61604,-26.19526,119.48649,-149.37915,-49.76572,115.21155,,,,,,,,,,,,,0,0,0
707,11.767,-157.12509,-27.016,119.21703,-147.03815,-50.10487,114.74586,,,,,,,,,,,,,0,0,0
708,11.783,-155.57431,-27.69698,118.91792,-144.67314,-50.36525,114.00416,,,,,,,,,,,,,0,0,0
709,11.8,-153.9807,-28.33728,118.56191,-142.28622,-50.51554,112.99832,,,,,,,,,,,,,0,0,0
710,11.817,-152.33887,-28.88519,118.16024,-139.86525,-50.53322,111.75868,,,,,,,,,,,,,0,0,0
711,11.833,-150.71913,-29.342,117.76095,-150.97319,-29.21231,101.99372,,,,,,,,,,,,,0,0,0
712,11.85,-149.10286,-29.72004,117.35189,-149.61554,-29.1529,101.60665,,,,,,,,,,,,,0,0,0
713,11.867,-147.4498,-30.02199,116.87819,-148.32164,-28.99318,101.22765,,,,,,,,,,,,,0,0,0
714,11.883,-145.80345,-30.27324,116.46796,-147.02898,-28.83539,100.96723,,,,,,,,,,,,,0,0,0
715,11.9,-144.1808,-30.49621,116.10337,-145.91008,-28.55411,100.72292,,,,,,,,,,,,,0,0,0
716,11.917,-142.53087,-30.67732,115.7954,-144.79857,-28.31069,100.58354,,,,,,,,,,,,,0,0,0
717,11.933,-140.93111,-30.89802,115.62203,-143.7364,-28.04784,100.6632,,,,,,,,,,,,,0,0,0
718,11.95,-139.25899,-31.11852,115.55057,-142.6138,-27.72524,100.92352,,,,,,,,,,,,,0,0,0
719,11.967,-137.52786,-31.41183,115.59451,-137.83351,-24.56547,101.11264,,,,,,,,,,,,,0,0,0
720,11.983,-135.71767,-31.70183,115.65952,-136.92104,-24.36286,101.52937,,,,,,,,,,,,,0,0,0
721,12,-133.89359,-32.00808,115.74947,-135.8006,-24.30128,101.88335,,,,,,,,,,,,,0,0,0
722,12.017,-132.14534,-32.32307,115.88051,-135.12198,-24.18273,102.37797,,,,,,,,,,,,,0,0,0
723,12.033,-130.49969,-32.61721,115.94798,-133.95802,-24.21033,102.71085,,,,,,,,,,,,,0,0,0
724,12.05,-128.97127,-32.89736,116.08078,-132.99858,-24.19634,103.18365,,,,,,,,,,,,,0,0,0
725,12.067,-127.54991,-33.17458,116.25388,-132.03807,-24.20555,103.67884,,,,,,,,,,,,,0,0,0
726,12.083,-126.14996,-33.41128,116.47301,-131.23672,-24.23858,104.30801,,,,,,,,,,,,,0,0,0
727,12.1,-124.84509,-33.61288,116.80865,-130.57587,-24.33394,105.08201,,,,,,,,,,,,,0,0,0
728,12.117,-123.53407,-33.90651,117.21281,-129.92189,-24.51216,105.92804,,,,,,,,,,,,,0,0,0
729,12.133,-122.29897,-34.24145,117.68174,-129.25801,-24.78075,106.79759,,,,,,,,,,,,,0,0,0
730,12.15,-121.11442,-34.63867,118.21814,-128.64215,-25.21193,107.75772,,,,,,,,,,,,,0,0,0
731,12.167,-119.94737,-35.09873,118.80209,-127.87823,-25.66973,108.58241,,,,,,,,,,,,,0,0,0
732,12.183,-118.73537,-35.62999,119.32874,-127.13773,-26.29217,109.48595,,,,,,,,,,,,,0,0,0
733,12.2,-117.43357,-36.17605,119.82659,-126.22383,-26.94567,110.17933,,,,,,,,,,,,,0,0,0
734,12.217,-116.01878,-36.76129,120.23843,-125.1757,-27.68174,110.80168,,,,,,,,,,,,,0,0,0
735,12.233,-114.56245,-37.35093,120.53605,-123.98764,-28.4276,111.25578,,,,,,,,,,,,,0,0,0
736,12.25,-112.93,-37.94527,120.69016,-122.61272,-29.15149,111.52486,,,,,,,,,,,,,0,0,0
737,12.267,-111.2271,-38.5204,120.7383,-121.07709,-29.8826,111.6202,,,,,,,,,,,,,0,0,0
738,12.283,-109.40977,-39.11562,120.62363,-119.38229,-30.59669,111.54132,,,,,,,,,,,,,0,0,0
739,12.3,-107.45365,-39.7052,120.36275,-117.49736,-31.28237,111.24938,,,,,,,,,,,,,0,0,0
740,12.317,-105.36848,-40.25949,119.94592,-115.40935,-31.94912,110.76031,,,,,,,,,,,,,0,0,0
741,12.333,-103.15717,-40.82368,119.4032,-113.18418,-32.60448,110.12095,,,,,,,,,,,,,0,0,0
742,12.35,-100.80036,-41.38652,118.73424,-110.78837,-33.27407,109.3387,,,,,,,,,,,,,0,0,0
743,12.367,-98.29477,-41.94671,117.93202,-108.25648,-33.93117,108.43887,,,,,,,,,,,,,0,0,0
744,12.383,-95.62743,-42.48468,117.06207,-105.53634,-34.56396,107.44576,,,,,,,,,,,,,0,0,0
745,12.4,-92.82048,-43.03402,116.09543,-102.65804,-35.17812,106.33445,,,,,,,,,,,,,0,0,0
746,12.417,-89.86489,-43.56419,115.10235,-99.56995,-35.76684,105.18501,,,,,,,,,,,,,0,0,0
747,12.433,-86.73077,-44.07131,114.14228,-96.31779,-36.31359,104.06161,,,,,,,,,,,,,0,0,0
748,12.45,-83.4423,-44.54597,113.26979,-92.87353,-36.80141,103.0025,,,,,,,,,,,,,0,0,0
749,12.467,-80.03178,-45.01583,112.54942,-89.20302,-37.2636,102.02966,,,,,,,,,,,,,0,0,0
750,12.483,-76.64599,-45.49912,112.04988,-85.41173,-37.69461,101.22433,,,,,,,,,,,,,0,0,0
751,12.5,-73.20013,-45.99612,111.74077,-81.60983,-38.13471,100.65736,,,,,,,,,,,,,0,0,0
752,12.517,-69.78992,-46.48829,111.65462,-77.69269,-38.59438,100.23931,,,,,,,,,,,,,0,0,0
753,12.533,-66.25272,-47.00436,111.66166,-73.75156,-39.13285,99.96524,,,,,,,,,,,,,0,0,0
754,12.55,-62.63174,-47.47001,111.76233,-69.81649,-39.66784,99.74358,,,,,,,,,,,,,0,0,0
755,12.567,-58.98659,-47.83352,112.0012,-65.92365,-40.27229,99.67266,,,,,,,,,,,,,0,0,0
756,12.583,-55.35207,-48.12714,112.39014,-62.02622,-40.88731,99.66608,,,,,,,,,,,,,0,0,0
757,12.6,-51.73006,-48.26093,112.94023,-58.13949,-41.49739,99.77655,,,,,,,,,,,,,0,0,0
758,12.617,-48.27942,-48.38985,113.67185,-54.4525,-42.0975,100.16595,,,,,,,,,,,,,0,0,0
759,12.633,-45.0135,-48.49094,114.50092,-50.67327,-42.58465,100.62801,,,,,,,,,,,,,0,0,0
760,12.65,-41.96177,-48.64217,115.41346,-25.11132,-50.006,87.64881,,,,,,,,,,,,,0,0,0
761,12.667,-39.09201,-48.84248,116.38485,-20.25449,-49.322,90.21623,,,,,,,,,,,,,0,0,0
762,12.683,-36.3431,-49.13863,117.3249,-15.72296,-48.63261,92.96368,,,,,,,,,,,,,0,0,0
763,12.7,-33.70702,-49.43609,118.20187,-11.52052,-47.97889,95.73474,,,,,,,,,,,,,0,0,0
764,12.717,-31.15877,-49.78088,119.03603,-7.5919,-47.34367,98.53051,,,,,,,,,,,,,0,0,0
765,12.733,-28.6044,-50.0723,119.80092,-3.97763,-46.79041,101.27528,,,,,,,,,,,,,0,0,0
766,12.75,-26.10701,-50.37973,120.47358,-0.64282,-46.26867,103.92727,,,,,,,,,,,,,0,0,0
