Frame#,Time,XW,YW,ZW,XRM,YRM,ZRM,VXW,VYW,VZW,VXRM,VYRM,VZRM,AXW,AYW,AZW,AXRM,AYRM,AZRM,AXRM_G,AYRM_G,AZRM_G
221,3.667,39.27061,-25.8348,107.01818,49.19604,-28.51401,119.13302,121.98,-0.234286238,-0.908877591,5.028625781,-0.122822504,-1.348452625,131.799308,-0.015784121,-0.291359909,-0.278630552,-0.024715138,-1.260237199,-0.028431689,-0.002521953,-0.128595633
222,3.683,41.45243,-26.36544,107.44743,51.43497,-28.80235,119.55875,136.36375,-0.243209797,-0.808928841,5.215911474,-0.128784732,-1.476486093,898.984375,-0.004089961,-0.1883551,0.436309126,-0.002662981,0.444036441,0.044521339,-0.000271733,0.045309841
223,3.7,43.73455,-26.91146,107.86066,53.7116,-29.09132,120.0245,134.2423529,-0.239259986,-0.75680378,5.509353145,-0.126928838,-1.611759006,-124.7880623,0.001730764,-0.095463647,0.710117056,0.000815194,0.468120958,0.072460924,8.31831E-05,0.047767445
224,3.717,46.1648,-27.45673,108.22975,56.1249,-29.28722,120.41436,142.9558824,-0.224367863,-0.676894016,6.538513642,-0.081175154,-1.990096988,512.5605536,0.006127815,-0.146550818,2.788372746,0.01895897,1.931281175,0.284527831,0.001934589,0.197069508
225,3.733,48.66419,-27.96061,108.5512,58.72945,-29.43357,120.75027,156.211875,-0.201601191,-0.637949512,8.102504277,-0.056190129,-2.29525111,828.4995404,0.009108892,-0.077289244,4.865424283,0.009592838,2.085098204,0.496471866,0.000978861,0.212765123
226,3.75,51.32947,-28.41973,108.75656,61.40705,-29.46869,120.99212,156.7811765,-0.172259575,-0.447290469,13.03856642,-0.013116223,-6.886389522,33.4883218,0.01100883,-0.415270611,24.0361421,0.016086759,130.7271757,2.452667561,0.001641506,13.33950772
227,3.767,54.24588,-28.75402,108.82814,64.26817,-29.40895,121.10835,171.5535294,-0.114623801,-0.21412546,39.9709416,0.020879935,1.94559759,868.9619377,0.019762576,-0.697493221,376.2555907,0.011882116,147.840427,38.39342762,0.001212461,15.08575786
228,3.783,56.95449,-29.05627,108.90959,67.12888,-29.26549,121.14148,169.288125,-0.111588601,-0.269478908,35.12228361,0.05014839,0.230935452,-141.5877757,0.001120575,0.183137959,-59.52925714,0.010231185,-11.95219669,-6.074413994,0.001043998,-1.219611907
229,3.8,59.98717,-29.19956,108.79948,70.09229,-29.08102,121.07565,178.3929412,-0.047248638,0.768441622,-26.91317773,0.062249233,-0.356860194,535.5774221,0.021215546,-7.243495918,563.3953441,0.004083419,-3.186402377,57.48932083,0.000416675,-0.3251431
230,3.817,63.04618,-29.23759,108.59698,73.11729,-28.71483,120.90506,179.9417647,-0.012432127,5.324743623,-14.9382716,0.121054545,-0.465851061,91.10726644,0.011381627,-119.8080989,-59.1353389,0.019439773,-0.297634744,-6.034218255,0.00198365,-0.030370892
231,3.833,66.24369,-29.14316,108.28226,76.20103,-28.37411,120.70087,199.844375,0.029532355,-3.33283914,-9.798360447,0.110489211,-0.599289739,1243.913143,0.013124113,-91.68254542,-16.33169534,-0.003426143,-0.391637352,-1.666499524,-0.000349606,-0.039962995
232,3.85,69.48828,-28.96771,107.9071,79.3365,-27.95715,120.42659,190.8582353,0.054074629,-2.138273012,-8.357687387,0.132981658,-0.657808903,-528.5964533,0.00756406,6.808584371,-3.840156362,0.007173549,-0.140347187,-0.39185269,0.000731995,-0.014321142
233,3.867,72.77586,-28.8306,107.50213,82.45575,-27.57176,120.15903,193.3870588,0.041705449,-2.953613887,-7.702422402,0.123552136,-0.694257765,148.7543253,-0.003762397,-5.946618587,-1.618058091,-0.003023009,-0.094576565,-0.165107968,-0.00030847,-0.00965067
234,3.883,76.07802,-28.71263,107.09394,85.51461,-27.11978,119.84451,206.385,0.035725101,-3.460116979,-7.493716162,0.147760931,-0.695871499,812.3713235,-0.001811041,-4.293490652,-0.511296798,0.007914319,-0.003570366,-0.052173143,0.000807584,-0.000364323
235,3.9,79.41132,-28.62634,106.66962,88.70395,-26.62218,119.54239,196.0764706,0.025887259,-4.917371654,-7.516355581,0.156019741,-0.607154341,-606.384083,-0.002951382,-16.88787432,0.053354589,0.002589504,0.178290108,0.005444346,0.000264235,0.018192868
236,3.917,82.66918,-28.50576,106.25008,91.82358,-26.00707,119.13276,191.6388235,0.037012026,-3.479349809,-7.435834485,0.197174024,-0.665945928,-261.0380623,0.003414747,11.92587365,-0.191927099,0.01319204,-0.095578982,-0.019584398,0.001346127,-0.009752957
237,3.933,85.95317,-28.20039,105.78776,94.9939,-25.18552,118.76221,205.249375,0.092987494,-1.513966663,-6.857414778,0.259137879,-0.451037673,850.6594669,0.017044957,6.436071474,-1.25112413,0.019544984,0.261588772,-0.127665728,0.001994386,0.026692732
238,3.95,89.11707,-27.66896,105.43315,98.03146,-24.03901,118.38069,186.1117647,0.16796675,-0.667275088,-8.565917487,0.377444396,-0.332766395,-1125.741782,0.023698365,1.593232553,4.817976676,0.038947878,0.10315765,0.491630273,0.003974273,0.010526291
239,3.967,92.20147,-26.88125,105.18462,100.95952,-22.6447,118.08832,181.4352941,0.255385164,-0.315509515,-11.78151531,0.476189013,-0.209687946,-275.0865052,0.028342113,0.446567357,12.93846949,0.033723563,0.088271941,1.320251989,0.00344118,0.009007341
240,3.983,95.09087,-25.79411,105.02225,103.66961,-21.01007,117.93658,180.5875,0.376251125,-0.149355189,-16.69082959,0.603164471,-0.092828346,-52.98713235,0.041830816,0.152836181,30.23535306,0.046852857,0.071489939,3.085240108,0.004780904,0.007294892
241,4,97.82655,-24.3863,104.96552,106.049,-19.19652,117.87959,160.9223529,0.514610627,-0.040296631,-41.94235854,0.76219115,-0.031424554,-1156.773356,0.050575909,0.077466816,445.1177323,0.066835062,0.03385834,45.42017677,0.006819904,0.003454933
242,4.017,100.39442,-22.74057,104.9202,108.2714,-17.26122,117.93607,151.0511765,0.640893036,-0.027537931,-49.03795234,0.870815335,0.029184106,-580.6574394,0.049177882,0.007752608,156.5665004,0.048876973,0.031317449,15.97617351,0.004987446,0.003195658
243,4.033,102.66653,-20.98326,104.94466,110.31077,-15.18038,118.1331,142.006875,0.773426463,0.013919001,83.37571545,1.020334711,0.094687722,-565.2688419,0.05833055,0.023591132,5413.477833,0.073316454,0.03147941,552.3956972,0.007481271,0.003212185
244,4.05,104.7878,-19.2026,105.00325,111.99222,-13.03741,118.37969,124.7805882,0.839431096,0.03290353,28.69858338,1.274477386,0.115069273,-1013.310986,0.031115621,0.010661513,-933.2161133,0.151144949,0.009510889,-95.22613401,0.015422954,0.000970499
245,4.067,106.8156,-17.00457,105.13226,113.3868,-10.82302,118.64842,119.2823529,1.083948121,0.058693466,10.8098597,1.587854408,0.12135622,-323.4256055,0.120582417,0.011733205,-138.6615276,0.224710681,0.002839133,-14.14913547,0.022929661,0.000289707
246,4.083,108.56091,-14.75875,105.29137,114.68204,-8.49203,119.02258,109.081875,1.286774269,0.070847174,8.140531708,1.799658751,0.160515489,-637.5298713,0.116212105,0.005411701,-16.77661991,0.163525171,0.016799415,-1.711899991,0.016686242,0.001714226
247,4.1,110.04016,-12.32966,105.49384,115.6752,-6.22761,119.42946,87.01470588,1.642109177,0.083352202,4.905220526,2.280015305,0.179683981,-1298.068772,0.240212883,0.00514803,-15.97921263,0.483664822,0.008465078,-1.630531901,0.049353553,0.000863783
248,4.117,111.27831,-9.97069,105.76343,116.55495,-3.87328,119.83445,72.83235294,1.905237653,0.114282929,3.263288698,2.676135266,0.172019216,-834.2560554,0.212517446,0.013111963,-6.090477499,0.450264235,-0.003255604,-0.621477296,0.04594533,-0.000332204
249,4.133,112.28334,-7.58923,105.96452,117.11832,-1.59794,120.21964,62.814375,2.369541208,0.084439797,2.801581381,4.038802208,0.169288985,-626.1236213,0.461979796,-0.012531443,-2.296023254,2.418777966,-0.001199922,-0.234288087,0.246814078,-0.000122441
250,4.15,110.30137,25.11796,88.29028,117.54301,0.66605,120.63822,-116.5864706,-16.50236381,-0.540377819,-0.024028756,5.330923733,0.184885976,-10552.99092,9.521791459,-0.019103372,0.159871663,3.042505179,0.00688916,0.016313435,0.310459712,0.000702976
251,4.167,113.6015,-2.76977,106.44629,117.79825,2.87302,121.02142,194.1252941,-8.450494374,-0.651039364,0.014058155,8.646646294,0.173631721,18277.16263,2.439864319,0.003968109,0.002097758,12.99060712,-0.005099414,0.000214057,1.325572155,-0.000520348
252,4.183,119.6221,3.64407,109.62251,117.88144,5.01953,121.37944,376.2875,1.065315749,0.495213476,0.026191511,25.8025003,0.166791676,11385.13787,1.580541827,0.178715534,0.003820062,206.224955,-0.003186589,0.000389802,21.04336276,-0.000325162
253,4.2,118.57347,2.98994,106.74545,117.81393,7.13805,121.68891,-61.68411765,0.623794856,4.398300032,0.023464926,-31.38083247,0.146078394,-25763.03633,0.421045453,-5.966836189,0.000947698,847.0349988,-0.009777241,9.67039E-05,86.43214273,-0.000997678
254,4.217,118.55281,5.53872,106.89322,117.50259,9.21209,121.94823,-1.215294118,-123.3678606,0.057976758,-2.106922921,-6.661656067,0.12503134,3556.989619,6001.53221,-1.702902281,-14.41691715,-79.39608275,-0.010147854,-1.471113995,-8.101641097,-0.001035495
255,4.233,118.32526,8.01014,107.03344,117.08018,11.17017,122.22698,-14.221875,-10.86099758,0.056736613,-3.012480388,-4.635496319,0.142358841,-812.9113051,-494.4269963,-0.000501794,-6.45811915,-4.79666615,0.008849231,-0.65899175,-0.48945573,0.000902983
256,4.25,113.70676,8.59161,107.24917,116.42052,12.99772,122.46764,-271.6764706,-0.125900184,0.371007963,-3.057803736,-2.770442349,0.131684496,-15144.38798,-2.324368821,0.540477324,-0.210092932,-2.827295834,-0.005840795,-0.021438054,-0.288499575,-0.000595999
257,4.267,113.16338,10.71478,107.39019,115.83134,14.7417,122.76521,-31.96352941,-3.907339247,0.066419552,-4.177988938,-2.96001222,0.170626957,14100.76125,6.959106082,-0.143459266,-7.943449167,0.321752047,0.022329649,-0.810556037,0.032831842,0.002278536
258,4.283,112.4361,12.68594,107.52456,115.03304,16.31186,122.9938,-45.455,-2.710317897,0.068167982,-5.941058272,-1.966879619,0.14558389,-843.2169118,-1.645887898,0.000887006,-13.1210042,-1.244059378,-0.015949373,-1.33887798,-0.126944834,-0.001627487
259,4.3,111.49804,14.5166,107.65209,114.20517,17.80103,123.18507,-55.18,-1.951538281,0.0696634,-6.491570611,-1.798796913,0.128440675,-572.0588235,-0.808881751,0.000816874,-4.316728134,-0.203030315,-0.011511926,-0.440482463,-0.020717379,-0.001174686
260,4.317,110.42201,16.12569,107.78643,113.24897,19.09421,123.31544,-63.29588235,-1.49539511,0.083488183,-7.117760905,-1.352415813,0.100813499,-477.4048443,-0.423913061,0.008591678,-4.661234884,-0.466828174,-0.021363752,-0.475636213,-0.047635528,-0.002179975
261,4.333,109.07947,17.61035,107.86241,112.18959,20.3019,123.40555,-83.90875,-1.105859043,0.0511767,-13.94287971,-1.139996979,0.074613518,-1288.304228,-0.290148574,-0.021763557,-89.82783364,-0.200512407,-0.021694293,-9.166105473,-0.02046045,-0.002213703
262,4.35,107.66916,18.87289,107.94209,111.02313,21.36628,123.46071,-82.95941176,-0.895221618,0.063110872,-14.63930723,-0.912487355,0.051823597,55.84342561,-0.149355408,0.00945251,-8.740305268,-0.1950428,-0.021411452,-0.891867884,-0.019902327,-0.002184842
263,4.367,106.15804,19.94589,107.98782,109.73043,22.34239,123.46664,-88.88941176,-0.710069353,0.042618826,-28.26809534,-0.755093989,0.006075135,-348.8235294,-0.122526514,-0.019097899,-298.0272931,-0.121755524,-0.046868142,-30.41094828,-0.012424033,-0.004782463
264,4.383,104.54122,20.80092,107.98409,108.27422,23.21019,123.38911,-101.05125,-0.528834379,-0.00436242,390.4048257,-0.595930532,-0.089340862,-760.1148897,-0.112093476,-0.054946897,-112244.751,-0.109299797,-0.109951598,-11453.54602,-0.011153041,-0.011219551
265,4.4,102.89138,21.50353,107.95368,106.78622,23.97899,123.28696,-97.04941176,-0.425865538,-0.043281479,48.93127261,-0.516666667,-0.132869407,235.4022491,-0.06241141,-0.055392122,11228.98892,-0.053268727,-0.056618815,1145.815196,-0.005435584,-0.00577743
266,4.417,101.23554,22.01845,107.85355,105.20887,24.65707,123.12492,-97.40235294,-0.310972075,-0.194457391,15.75302107,-0.429885568,-0.238968853,-20.76124568,-0.069386815,-0.293591067,331.3517581,-0.055017022,-0.156470396,33.81140389,-0.005613982,-0.015966367
267,4.433,99.60193,22.38465,107.72845,103.56355,25.2359,122.92931,-102.100625,-0.224166111,-0.341616603,13.15203837,-0.351803904,-0.337940328,-293.6420037,-0.053137508,-0.401854756,20.79122864,-0.047456825,-0.170985392,2.121553943,-0.004842533,-0.017447489
268,4.45,97.97172,22.61222,107.56023,101.85806,25.71543,122.68213,-95.89470588,-0.139595512,-0.739201125,10.13844965,-0.281168462,-0.515463058,365.0540657,-0.051877119,-1.747086707,17.91456854,-0.041416509,-0.370201509,1.828017198,-0.004226174,-0.037775664
269,4.467,96.35397,22.72237,107.34438,100.14485,26.09129,122.403,-95.16176471,-0.068088394,-1.959600545,7.937039611,-0.219389333,-0.742643537,43.11418685,-0.044201587,-11.07943186,10.19879564,-0.036060453,-0.604428457,1.040693433,-0.003679638,-0.061676373
270,4.483,94.7831,22.72001,107.10218,98.48601,26.37137,122.09848,-98.179375,0.001502352,102.6271186,6.849050372,-0.168840877,-1.087260783,-188.6006434,-0.044300767,-44316.40644,4.492110814,-0.030472171,-1.230424326,0.458378654,-0.003109405,-0.125553503
271,4.5,93.27285,22.59294,106.87813,96.80337,26.61772,121.77244,-88.83823529,0.084138388,1.763201385,7.510109351,-0.146406837,-1.32348285,549.4788062,-0.054716792,793.7665638,-2.950497563,-0.013332644,-0.958888033,-0.30107118,-0.001360474,-0.097845718
272,4.517,91.77943,22.45365,106.59054,95.19608,26.77636,121.48751,-87.84823529,0.093269141,2.064685189,5.588824368,-0.098700297,-1.796079173,58.23529412,-0.006113989,-2.164432509,6.680639044,-0.029681352,-2.979048937,0.681697862,-0.003028709,-0.303984585
273,4.533,90.59003,22.21291,106.27823,93.51991,26.86478,121.14008,-74.3375,0.202404574,1.297291684,5.36700714,-0.052751213,-3.929314635,844.4209559,-0.091756712,3.187644368,0.710246959,-0.027413141,-24.12616446,0.072474179,-0.002797259,-2.461853516
274,4.55,89.33078,21.99859,106.03175,91.93414,26.915,120.81945,-74.07352941,0.170196546,1.150055991,6.433666018,-0.031669158,-6.384508164,15.52768166,0.025577152,0.686989982,-4.327567661,-0.013294523,-48.88876004,-0.441588537,-0.001356584,-4.988648984
275,4.567,88.08015,21.72469,105.74681,90.31049,26.91569,120.51751,-73.56647059,0.219009619,1.040306681,5.698217169,-0.000424968,-437.5942029,29.82698962,-0.039030787,0.400691164,2.581065659,-0.01924318,-624941.5866,0.263374047,-0.00196359,-63769.54965
276,4.583,86.92141,21.47964,105.46184,88.7069,26.90626,120.21947,-72.42125,0.211479711,1.162905529,5.627223918,0.005880556,31.60551432,71.57628676,0.006498359,-0.50030136,0.249125347,-0.00393213,-49756.06757,0.025420954,-0.000401238,-5077.149752
277,4.6,85.80162,21.2129,105.12626,86.99925,26.90063,119.86066,-65.87,0.238205378,1.258079028,5.088652482,0.003296929,63.73179396,385.3676471,-0.023866678,-0.3568025,1.6048973,0.001512972,-5706.266367,0.163765031,0.000154385,-582.2720783
278,4.617,84.71581,20.98598,104.77819,85.30049,26.82081,119.52958,-63.87117647,0.208986839,1.533888595,4.880512541,0.046987214,4.147832623,117.5778547,0.026909439,-1.21544847,0.597982997,-0.025718928,746.4790947,0.061018673,-0.00262438,76.17133619
279,4.633,83.70008,20.72642,104.40964,83.59296,26.70936,119.15511,-63.483125,0.25554035,1.419902913,4.6331027,0.065269717,3.359982055,24.25321691,-0.045832565,0.439149647,0.671306039,-0.010706988,7.06909438,0.068500616,-0.00109255,0.721336161
280,4.65,82.76807,20.50374,103.99725,81.91165,26.58556,118.79604,-54.82411765,0.238924475,1.851940004,4.076990228,0.07363306,2.900403877,509.3533737,0.017828001,-1.940170159,1.34851105,-0.004974302,3.712263146,0.137603168,-0.000507582,0.378802362
281,4.667,81.69848,20.20762,103.61406,80.23548,26.40458,118.37859,-62.91705882,0.276853748,1.294036202,4.374252982,0.107972342,2.306608465,-476.0553633,-0.035461506,1.884046339,-0.77575812,-0.020486754,3.281000178,-0.079158992,-0.002090485,0.334795937
282,4.683,80.78983,19.92576,103.42519,78.65659,26.19333,118.0389,-56.790625,0.310196445,0.670084439,8.359665378,0.133796528,1.608,382.902114,-0.036694764,2.213693899,-21.10135224,-0.016355912,3.30702232,-2.153199208,-0.001668971,0.337451257
283,4.7,79.81828,19.57792,103.30184,77.23832,26.01387,117.74743,-57.15,0.358025835,0.354617065,11.49793271,0.12653444,1.624150228,-21.13970588,-0.049229983,0.906932422,-25.44197271,0.005120385,-0.089993472,-2.596119664,0.000522488,-0.009183007
284,4.717,78.89822,19.18464,103.36366,75.88911,25.8109,117.61269,-54.12117647,0.427450384,-0.157190806,-21.82481398,0.150436181,0.663841947,178.16609,-0.075456545,1.30138291,-539.0285779,-0.01771536,4.731281871,-55.00291611,-0.00180769,0.482783864
285,4.733,78.01264,18.81759,103.6059,74.55241,25.63851,117.60832,-55.34875,0.41447413,-0.659964582,-5.518081242,0.128966859,0.025349498,-76.72334559,0.014652831,1.369769178,67.31643302,0.016061437,3.703767323,6.869023778,0.001638922,0.377935441
286,4.75,77.16586,18.4998,103.94563,73.19073,25.53678,117.74447,-49.81058824,0.375292284,-1.069039303,-4.008124099,0.074709183,-1.338346604,325.7742215,0.046271577,1.287248561,4.444579941,0.039846128,13.40505359,0.453528565,0.004065931,1.367862611
287,4.767,76.37585,18.24201,104.36341,71.8754,25.44951,117.93569,-46.47117647,0.326312325,-1.620621436,-3.14837953,0.066348369,-2.191130973,196.4359862,0.061999163,2.139656827,2.057888287,0.006356438,9.771792931,0.209988601,0.000648616,0.997121728
288,4.783,75.64383,18.05494,104.87146,70.56786,25.39392,118.16306,-45.75125,0.255553127,-2.7158283,-2.573644326,0.042514952,-4.090124123,44.99540441,0.09666293,5.85452966,1.131257167,0.018227677,34.16069707,0.115434405,0.001859967,3.485785415
289,4.8,75.07346,17.96458,105.40971,69.32767,25.3397,118.41776,-33.55117647,0.158423479,-5.956728641,-2.304115188,0.043719108,-4.697528587,717.6513841,0.17029235,35.86653764,0.500750837,-0.000970945,11.20259063,0.051097024,-9.9076E-05,1.143121493
290,4.817,74.56198,17.97683,106.04799,68.15026,25.3282,118.72571,-30.08705882,-0.023950106,52.1044898,-1.84466065,0.009767201,-26.77826087,203.7716263,0.35656054,4739.691301,0.719832264,0.028836095,1920.063677,0.073452272,0.002942459,195.924865
291,4.833,74.07157,18.19835,106.82983,67.07051,25.38823,119.14491,-30.650625,-0.451703677,3.529433008,-1.381037041,-0.055596203,6.983175079,-35.22288603,0.872236641,-219.2806825,0.592990394,0.060535683,562.4093944,0.060509224,0.006177111,57.38871371
292,4.85,73.60576,18.41682,107.661,65.98684,25.55037,119.67274,-27.40058824,-0.46901097,3.804504051,-1.303788635,-0.149621195,3.255396571,191.1786332,0.037155264,1.259079245,0.092939357,0.086765336,-22.99110959,0.009483608,0.008853606,-2.346031591
293,4.867,73.12048,18.71557,108.57609,64.96947,25.79978,120.24073,-28.54588235,-0.61562397,3.063062762,-1.111770427,-0.245151715,2.277334509,-67.37024221,0.302120424,-2.481811847,0.209835326,0.093899486,-3.921502993,0.021411768,0.00958158,-0.400153367
294,4.883,72.43743,19.0407,109.37791,63.96443,26.09184,120.80717,-42.690625,-0.475997365,2.466152001,-1.253448405,-0.290595399,1.939464494,-884.0464154,-0.204416375,-1.835914129,-0.17669549,0.045215797,-1.156851386,-0.018030152,0.004613857,-0.11804606
295,4.9,71.8299,19.42647,110.21233,62.92571,26.43734,121.30672,-35.73705882,-0.634980989,2.162998678,-1.244840728,-0.332620918,1.445875543,409.0333045,0.261688516,-0.785839549,0.010315761,0.040458948,-1.428622144,0.001052629,0.004128464,-0.14577777
296,4.917,71.05576,19.83938,110.89203,61.8332,26.77293,121.74896,-45.53764706,-0.533378975,1.646121431,-1.607341474,-0.30717339,1.317798504,-576.5051903,-0.131245012,-1.251791546,-0.533324623,-0.023292719,-0.381647363,-0.05442088,-0.002376808,-0.038943608
297,4.933,70.20204,20.2927,111.52006,60.62349,27.12882,122.10515,-53.3575,-0.530993768,1.385401041,-1.926197793,-0.294194476,1.000842957,-488.7408088,-0.002793898,-0.575135422,-0.507708738,-0.010728946,-0.890599756,-0.051807014,-0.00109479,-0.090877526
298,4.95,69.21827,20.77468,112.02773,59.3343,27.51526,122.40285,-57.86882353,-0.48993159,1.053300967,-2.539425217,-0.299754109,0.770365387,-265.3719723,-0.041739613,-0.689032894,-1.207925274,0.004312501,-0.596412303,-0.123257681,0.000440051,-0.060858398
299,4.967,68.10057,21.25086,112.39613,57.96809,27.91142,122.58071,-65.74705882,-0.426035609,0.77365702,-3.7084962,-0.289970063,0.448960016,-463.4256055,-0.05716738,-0.587265207,-3.173374003,-0.007161451,-0.811301925,-0.323813674,-0.00073076,-0.082785911
300,4.983,66.86971,21.6715,112.67417,56.51394,28.29292,122.66931,-76.92875,-0.341744796,0.660992773,-5.230002877,-0.262352577,0.232241153,-698.8556985,-0.068481235,-0.267840071,-5.472258227,-0.018992185,-0.568070414,-0.558393697,-0.001937978,-0.057966369
301,5,65.41444,22.09323,112.72441,54.93155,28.67721,122.65165,-85.60411765,-0.289795021,0.119128352,-31.49661624,-0.242854164,-0.045954878,-510.3157439,-0.035697689,-1.284860979,-522.8227182,-0.012322129,-0.723922119,-53.34925696,-0.00125736,-0.073869604
302,5.017,63.89719,22.49374,112.70712,53.27324,29.06608,122.51152,-89.25,-0.263971,-0.043169958,95.91150954,-0.234497772,-0.360351789,-214.4636678,-0.017020281,-0.405229109,-7368.891023,-0.005039101,-0.808488468,-751.9276554,-0.000514194,-0.082498823
303,5.033,62.11735,22.93518,112.51726,51.50991,29.45165,122.28906,-111.24,-0.248022294,-0.430092425,9.287527652,-0.218660149,-0.576963975,-1374.375,-0.008960753,-0.876500694,456.2518798,-0.008981656,-0.561797305,46.55631427,-0.000916496,-0.057326256
304,5.05,60.24652,23.3545,112.2254,49.58533,29.82681,121.94598,-110.0488235,-0.224135811,-0.69603167,6.594188995,-0.194930842,-0.914489818,70.06920415,-0.012767853,-0.634215505,9.228186998,-0.012329603,-0.899685047,0.941651734,-0.001258123,-0.091804597
305,5.067,58.28233,23.76802,111.80836,47.54118,30.22622,121.52755,-115.5405882,-0.210529531,-1.008512285,4.901568195,-0.195391728,-1.04762024,-323.0449827,-0.006927171,-0.755660221,4.058653366,0.000225466,-0.333317699,0.414148303,2.30067E-05,-0.03401201
306,5.083,56.11712,24.17779,111.2899,45.42059,30.62528,121.04813,-135.325625,-0.189251851,-1.265246358,4.090170891,-0.188183477,-1.201373227,-1236.564798,-0.009827075,-0.626532135,1.565014281,-0.003399172,-0.385287895,0.159695335,-0.000346854,-0.039315091
307,5.1,53.81063,24.55975,110.60184,43.22251,30.99938,120.45208,-135.6758824,-0.165602279,-1.801392816,3.194605122,-0.170193987,-1.593290564,-20.6033737,-0.01025349,-1.403671741,1.301580922,-0.008184183,-1.047627204,0.13281438,-0.000835121,-0.106900735
308,5.117,51.40966,24.95935,109.88616,40.92514,31.40193,119.83727,-141.2335294,-0.166432733,-1.790990991,3.210051979,-0.175222102,-1.527288536,-326.9204152,0.000345883,0.026030593,-0.021583469,0.002188639,0.163959827,-0.002202395,0.000223331,0.016730595
309,5.133,48.84965,25.32162,109.06581,38.51081,31.8007,119.16621,-160.000625,-0.141511166,-2.264471251,2.943048699,-0.165167976,-1.682824686,-1172.943474,-0.009734949,-1.306981698,0.325474834,-0.004164354,-0.390039748,0.033211718,-0.000424934,-0.039799974
310,5.15,46.13024,25.65042,108.2226,35.96099,32.19018,118.48925,-159.9652941,-0.120908579,-2.564507299,3.023944213,-0.152748037,-1.738112355,2.078287197,-0.007576124,-0.912518396,-0.095937565,-0.004870908,-0.141952524,-0.009789547,-0.000497031,-0.014484951
311,5.167,43.19305,25.95035,107.3089,33.29875,32.5779,117.79385,-172.7758824,-0.102114606,-3.046377488,2.913691584,-0.145636757,-1.793562365,-753.5640138,-0.006398624,-1.606608838,0.120666115,-0.002671164,-0.143015603,0.012312869,-0.000272568,-0.014593429
312,5.183,40.10405,26.17713,106.39859,30.52423,32.94086,117.10181,-193.0625,-0.073415345,-4.014066496,3.047884787,-0.130819025,-1.906656381,-1267.913603,-0.009290794,-4.267082671,-0.14741484,-0.005340647,-0.311588099,-0.015042331,-0.000544964,-0.031794704
313,5.2,36.80865,26.3571,105.50468,27.63345,33.30166,116.44655,-193.8470588,-0.05461249,-4.966994499,3.233860232,-0.124810605,-1.81613082,-46.15051903,-0.005705788,-5.294926948,-0.20804717,-0.002078477,0.250902329,-0.021229303,-0.000212089,0.025602278
314,5.217,33.33747,26.47386,104.64876,24.62826,33.60771,115.83442,-204.1870588,-0.033636976,-7.330592669,3.511064118,-0.101840483,-2.000098023,-608.2352941,-0.006042762,-20.24321831,-0.323866583,-0.007643484,-0.60110179,-0.033047611,-0.000779947,-0.061336917
315,5.233,29.74078,26.53015,103.93337,21.49137,33.93333,115.33392,-224.793125,-0.015650501,-12.70900693,4.384866996,-0.103803449,-1.537067748,-1287.879136,-0.005000841,-95.54830804,-1.221435689,0.000625768,1.42199581,-0.124636295,6.38539E-05,0.145101613
316,5.25,26.02544,26.63675,103.31749,18.30072,34.26202,114.93338,-218.5494118,-0.028691856,-5.777485929,5.180635838,-0.103016627,-1.218595029,367.2772491,0.003510138,65.02364915,-1.292084241,-0.000246602,0.968915145,-0.131845331,-2.51635E-05,0.098868892
317,5.267,22.19658,26.74965,102.8268,14.98722,34.56936,114.64516,-225.2270588,-0.029486583,-4.346235607,6.752735943,-0.092753886,-0.937788768,-392.8027682,0.000207562,12.67715077,-3.203856009,-0.003097251,0.913666495,-0.326924083,-0.000316046,0.093231275
318,5.283,18.52136,26.93874,102.55832,11.64038,34.91322,114.49077,-229.70125,-0.051449981,-1.41985298,12.465882,-0.102741691,-0.448990868,-279.6369485,0.005976077,15.47613637,-21.27959647,0.002984249,1.421502646,-2.171387395,0.000304515,0.14505129
319,5.3,14.83729,27.20849,102.32825,8.22915,35.20213,114.4625,-216.71,-0.07322065,-0.852900834,14.82692224,-0.084693791,-0.097850542,764.1911765,0.005909407,2.101768845,-10.26226904,-0.005290731,1.215396929,-1.04717031,-0.000539871,0.124020095
320,5.317,11.19765,27.5626,102.25261,4.74893,35.47446,114.606,-214.0964706,-0.097292589,-0.213605942,46.010312,-0.0782508,0.526934234,153.7370242,0.006613824,1.805356789,-412.2605733,-0.001851317,2.294219425,-42.06740544,-0.00018891,0.234104023
321,5.333,7.79906,28.03511,102.31635,1.3152,35.69159,114.83898,-212.411875,-0.139031186,0.134896616,-53.87088171,-0.063234442,1.072997743,105.2872243,0.012281151,0.737555941,-1567.009628,-0.004373191,2.51491507,-159.8989416,-0.000446244,0.256623987
322,5.35,4.4256,28.59506,102.46588,-1.96655,35.92305,115.26608,-198.4388235,-0.16598685,0.2670417,-21.94710092,-0.070529443,1.845243239,821.9442042,0.007990509,0.235994436,213.4941536,0.0022229,3.336410158,21.78511771,0.000226827,0.340450016
323,5.367,1.19717,29.21379,102.70415,-5.10429,36.18547,115.77544,-189.9076471,-0.191650431,0.385095276,-13.16884207,-0.083633443,1.941010594,501.83391,0.007949245,0.190799825,36.84164539,0.004176254,0.364939239,3.75935157,0.000426148,0.037238698
