Time,R X,R Y,R Z,L X,L Y,L Z,,Time,Mag Right,Mag Left,,Shifted left forward 0.6
236.3,-0.815,0.194,0.202,-0.668,0.016,-0.742,,236.3,0.861780134,0.998520906,,
236.3333333,-0.821,0.076,-0.059,-0.668,0.016,-0.742,,236.3333333,0.826618413,0.998520906,,
236.3666667,-0.478,-0.1,0.056,-0.668,0.016,-0.742,,236.3666667,0.491548573,0.998520906,,
236.4,-0.563,0,-0.856,-0.797,-0.047,-0.785,,236.4,1.024551121,1.119662003,,
236.4333333,-0.452,0.411,-0.757,-0.918,0.012,-0.762,,236.4333333,0.972766159,1.193110221,,
236.4666667,-0.111,1.059,-0.044,-0.781,0.285,-0.113,,236.4666667,1.065710092,0.839020262,,
236.5,-0.091,2.757,-2.026,-0.875,0.242,-0.5,,236.5,3.422573009,1.036430895,,
236.5333333,-0.123,0.768,-0.76,-0.566,0.039,-0.805,,236.5333333,1.087452528,0.984836027,,
236.5666667,-0.302,0.419,-0.789,-0.574,-0.039,-0.813,,236.5666667,0.943019618,0.995974899,,
236.6,-0.106,0.117,-1.17,-0.531,-0.039,-0.887,,236.6,1.180603659,1.034529362,,
236.6333333,-0.161,0.023,-1.141,-0.586,0.012,-0.844,,236.6333333,1.152532429,1.027558271,,
236.6666667,-0.355,0.085,-0.842,-0.57,0.035,-0.832,,236.6666667,0.91772218,1.009132796,,
236.7,-0.393,0.129,-0.836,-0.375,-0.031,-0.871,,236.7,0.9327304,0.94880293,,
236.7333333,-0.572,0.032,-0.777,-0.598,-0.016,-0.691,,236.7333333,0.965368841,0.913969912,,
236.7666667,-0.499,-0.188,-0.921,-0.813,0,-0.645,,236.7666667,1.064230238,1.037783214,,
236.8,-0.246,-0.126,-0.985,-0.777,0,-0.684,,236.8,1.02304301,1.035173898,,
236.8333333,-0.364,0.208,-0.742,-0.539,0,-0.773,,236.8333333,0.852246443,0.942364049,,
236.8666667,-0.311,0.437,-0.798,-0.582,0.035,-0.801,,236.8666667,0.96150611,0.990732053,,
236.9,-0.343,0.284,-0.845,-0.609,0.004,-0.742,,236.9,0.955159673,0.959927601,,
236.9333333,-0.657,-0.082,-0.962,-0.574,-0.016,-0.813,,236.9333333,1.167825758,0.995339641,,
236.9666667,-0.507,-0.032,-0.903,-0.57,-0.004,-0.813,,236.9666667,1.036089764,0.992917419,,
237,-0.463,0.067,-0.845,-0.582,0.02,-0.789,,237,0.965858685,0.980634998,,
237.0333333,-0.563,0.047,-0.806,-0.566,-0.004,-0.805,,237.0333333,0.984283496,0.984071644,,
237.0666667,-0.56,0.038,-0.818,-0.566,-0.004,-0.793,,237.0666667,0.992052418,0.974279734,,
237.1,-0.531,0.041,-0.798,-0.594,0.004,-0.777,,237.1,0.95939877,0.97804959,,
237.1333333,-0.531,0.056,-0.806,-0.586,0.008,-0.777,,237.1333333,0.966815908,0.973236354,,
237.1666667,-0.543,0.053,-0.78,-0.586,0,-0.777,,237.1666667,0.95187079,0.973203473,,
237.2,-0.528,0.053,-0.842,-0.586,-0.004,-0.781,,237.2,0.995267301,0.976408214,,
237.2333333,-0.519,0.047,-0.804,-0.586,-0.012,-0.789,,237.2333333,0.958115859,0.982884022,,
237.2666667,-0.513,0.053,-0.833,-0.574,-0.016,-0.797,,237.2666667,0.979728023,0.982314105,,
237.3,-0.493,0.041,-0.821,-0.578,-0.012,-0.789,,237.3,0.95852543,0.978135471,,
237.3333333,-0.54,0.056,-0.815,-0.566,-0.016,-0.793,,237.3333333,0.979265541,0.974402894,,
237.3666667,-0.507,0.044,-0.815,-0.578,-0.012,-0.789,,237.3666667,0.960838176,0.978135471,,
237.4,-0.513,0.053,-0.812,-0.578,0,-0.793,,237.4,0.961936588,0.981291496,,
237.4333333,-0.531,0.047,-0.815,-0.582,-0.012,-0.789,,237.4333333,0.973855739,0.980504462,,
237.4666667,-0.504,0.053,-0.818,-0.574,-0.008,-0.785,,237.4666667,0.962262438,0.972504499,,
237.5,-0.513,0.047,-0.821,-0.578,-0.004,-0.793,,237.5,0.969236297,0.981299648,,
237.5333333,-0.513,0.059,-0.818,-0.578,-0.008,-0.793,,237.5333333,0.967354123,0.981324105,,
237.5666667,-0.528,0.047,-0.812,-0.578,-0.012,-0.789,,237.5666667,0.96970975,0.978135471,,
237.6,-0.513,0.044,-0.827,-0.582,-0.012,-0.789,,237.6,0.974183761,0.980504462,,
237.6333333,-0.519,0.053,-0.815,-0.578,-0.012,-0.789,,237.6333333,0.967675049,0.978135471,,
237.6666667,-0.531,0.047,-0.806,-0.578,-0.008,-0.789,,237.6666667,0.96633638,0.978094576,,
237.7,-0.522,0.059,-0.815,-0.582,-0.008,-0.789,,237.7,0.969633952,0.980463666,,
237.7333333,-0.522,0.053,-0.806,-0.586,-0.012,-0.785,,237.7333333,0.961732291,0.979675967,,
237.7666667,-0.522,0.047,-0.812,-0.578,-0.004,-0.789,,237.7666667,0.966455897,0.978070038,,
237.8,-0.516,0.059,-0.821,-0.598,-0.012,-0.777,,237.8,0.971482372,0.980549336,,
237.8333333,-0.516,0.056,-0.804,-0.586,-0.008,-0.789,,237.8333333,0.956978579,0.982843324,,
237.8666667,-0.522,0.044,-0.818,-0.578,-0.012,-0.789,,237.8666667,0.97136193,0.978135471,,
237.9,-0.513,0.059,-0.812,-0.582,0,-0.785,,237.9,0.96228582,0.97721492,,
237.9333333,-0.519,0.047,-0.806,-0.582,-0.004,-0.781,,237.9333333,0.95979477,0.974012834,,
237.9666667,-0.528,0.044,-0.821,-0.582,-0.008,-0.789,,237.9666667,0.977118724,0.980463666,,
238,-0.519,0.056,-0.815,-0.578,-0.008,-0.785,,238,0.967843996,0.974870761,,
238.0333333,-0.519,0.041,-0.815,-0.582,-0.004,-0.785,,238.0333333,0.967092033,0.977223107,,
238.0666667,-0.519,0.047,-0.815,-0.574,-0.012,-0.785,,238.0666667,0.967364978,0.972545629,,
238.1,-0.507,0.053,-0.812,-0.582,-0.008,-0.789,,238.1,0.958750228,0.980463666,,
238.1333333,-0.519,0.056,-0.815,-0.582,-0.012,-0.785,,238.1333333,0.967843996,0.977288596,,
238.1666667,-0.519,0.047,-0.812,-0.574,-0.008,-0.777,,238.1666667,0.964838847,0.966058487,,
238.2,-0.528,0.056,-0.818,-0.586,-0.004,-0.785,,238.2,0.975214848,0.979610637,,
238.2333333,-0.513,0.056,-0.806,-0.586,-0.012,-0.785,,238.2333333,0.957048066,0.979675967,,
238.2666667,-0.522,0.059,-0.815,-0.578,-0.012,-0.781,,238.2666667,0.969633952,0.971693882,,
238.3,-0.522,0.053,-0.806,-0.586,-0.008,-0.785,,238.3,0.961732291,0.979635136,,
238.3333333,-0.513,0.056,-0.815,-0.582,-0.016,-0.781,,238.3333333,0.964639829,0.974136027,,
238.3666667,-0.54,0.047,-0.806,-0.578,-0.012,-0.789,,238.3666667,0.97131097,0.978135471,,
238.4,-0.519,0.047,-0.815,-0.574,0,-0.789,,238.4,0.967364978,0.975703336,,
238.4333333,-0.522,0.053,-0.806,-0.586,-0.004,-0.789,,238.4333333,0.961732291,0.982818905,,
238.4666667,-0.522,0.047,-0.812,-0.586,-0.004,-0.781,,238.4666667,0.966455897,0.976408214,,
238.5,-0.528,0.053,-0.812,-0.582,-0.008,-0.785,,238.5,0.970019072,0.977247666,,
238.5333333,-0.528,0.047,-0.815,-0.582,-0.004,-0.789,,238.5333333,0.972223225,0.980439187,,
238.5666667,-0.522,0.056,-0.812,-0.586,-0.004,-0.789,,238.5666667,0.966935365,0.982818905,,
238.6,-0.531,0.047,-0.812,-0.582,-0.008,-0.785,,238.6,0.971346488,0.977247666,,
238.6333333,-0.519,0.053,-0.815,-0.586,-0.008,-0.789,,238.6333333,0.967675049,0.982843324,,
238.6666667,-0.516,0.047,-0.806,-0.586,-0.008,-0.781,,238.6666667,0.958175871,0.976432793,,
238.7,-0.531,0.047,-0.806,-0.582,-0.012,-0.781,,238.7,0.96633638,0.974078539,,
238.7333333,-0.519,0.056,-0.806,-0.582,-0.012,-0.785,,238.7333333,0.960277564,0.977288596,,
238.7666667,-0.528,0.056,-0.815,-0.586,-0.008,-0.785,,238.7666667,0.972699851,0.979635136,,
238.8,-0.519,0.047,-0.818,-0.586,-0.008,-0.781,,238.8,0.969893809,0.976432793,,
238.8333333,-0.516,0.047,-0.812,-0.586,-0.012,-0.777,,238.8333333,0.963228426,0.973277453,,
238.8666667,-0.519,0.047,-0.812,-0.594,-0.008,-0.777,,238.8666667,0.964838847,0.978074128,,
238.9,-0.516,0.056,-0.812,-0.59,0.004,-0.789,,238.9,0.9637095,0.985209115,,
238.9333333,-0.531,0.059,-0.801,-0.605,-0.012,-0.785,,238.9333333,0.962830722,0.991157909,,
238.9666667,-0.534,0.047,-0.812,-0.594,-0.012,-0.781,,238.9666667,0.972989722,0.981295572,,
239,-0.516,0.053,-0.827,-0.586,-0.012,-0.762,,239,0.976214116,0.961344891,,
239.0333333,-0.543,0.059,-0.812,-0.609,-0.016,-0.762,,239.0333333,0.978608195,0.97559264,,
239.0666667,-0.531,0.062,-0.806,-0.621,-0.012,-0.754,,239.0666667,0.967181989,0.976883309,,
239.1,-0.522,0.044,-0.798,-0.609,-0.012,-0.773,,239.1,0.954580536,0.984151411,,
239.1333333,-0.519,0.062,-0.815,-0.598,-0.016,-0.773,,239.1333333,0.968209688,0.977440024,,
239.1666667,-0.501,0.076,-0.815,-0.602,-0.02,-0.773,,239.1666667,0.959688491,0.979965816,,
239.2,-0.513,0.056,-0.812,-0.594,-0.023,-0.777,,239.2,0.962106543,0.978311811,,
239.2333333,-0.545,0.056,-0.806,-0.594,-0.016,-0.777,,239.2333333,0.974575292,0.978172275,,
239.2666667,-0.534,0.073,-0.792,-0.605,-0.012,-0.758,,239.2666667,0.957992171,0.969913914,,
239.3,-0.545,0.056,-0.801,-0.617,-0.012,-0.758,,239.3,0.970444228,0.977444116,,
239.3333333,-0.548,0.059,-0.801,-0.613,-0.012,-0.762,,239.3333333,0.972309621,0.97803732,,
239.3666667,-0.534,0.07,-0.801,-0.617,-0.016,-0.762,,239.3666667,0.965223808,0.980606445,,
239.4,-0.513,0.073,-0.804,-0.609,-0.02,-0.773,,239.4,0.95651137,0.984281464,,
239.4333333,-0.513,0.082,-0.818,-0.594,-0.031,-0.773,,239.4333333,0.969028895,0.975359421,,
239.4666667,-0.507,0.07,-0.804,-0.59,-0.023,-0.766,,239.4666667,0.953081843,0.967153039,,
239.5,-0.534,0.056,-0.815,-0.609,-0.02,-0.758,,239.5,0.975969774,0.972545629,,
239.5333333,-0.545,0.044,-0.804,-0.617,-0.008,-0.754,,239.5333333,0.972304993,0.974304367,,
239.5666667,-0.545,0.047,-0.798,-0.621,-0.008,-0.754,,239.5666667,0.967490568,0.976842362,,
239.6,-0.534,0.062,-0.801,-0.621,-0.016,-0.758,,239.6,0.96467663,0.980031122,,
239.6333333,-0.534,0.07,-0.806,-0.617,-0.02,-0.758,,239.6333333,0.96937712,0.977575061,,
239.6666667,-0.519,0.076,-0.804,-0.609,-0.035,-0.762,,239.6666667,0.959975521,0.976089135,,
239.7,-0.522,0.067,-0.806,-0.617,-0.035,-0.758,,239.7,0.962605319,0.977996933,,
239.7333333,-0.548,0.067,-0.792,-0.613,-0.023,-0.754,,239.7333333,0.965430992,0.972015432,,
239.7666667,-0.56,0.056,-0.801,-0.625,-0.016,-0.754,,239.7666667,0.978946883,0.979488132,,
239.8,-0.531,0.059,-0.798,-0.633,-0.012,-0.746,,239.8,0.960336399,0.978442129,,
239.8333333,-0.54,0.062,-0.798,-0.637,-0.012,-0.754,,239.8333333,0.965529906,0.987131703,,
239.8666667,-0.534,0.062,-0.804,-0.617,-0.031,-0.758,,239.8666667,0.967169065,0.977861953,,
239.9,-0.528,0.076,-0.801,-0.613,-0.02,-0.754,,239.9,0.962372589,0.971949073,,
239.9333333,-0.528,0.067,-0.812,-0.621,-0.023,-0.754,,239.9333333,0.970884648,0.977080345,,
239.9666667,-0.534,0.059,-0.827,-0.617,-0.027,-0.758,,239.9666667,0.986187609,0.97774332,,
240,-0.519,0.059,-0.792,-0.625,-0.02,-0.754,,240,0.948739163,0.979561637,,
240.0333333,-0.554,0.07,-0.789,-0.633,-0.02,-0.75,,240.0333333,0.96661109,0.981625692,,
240.0666667,-0.54,0.07,-0.792,-0.621,-0.023,-0.754,,240.0666667,0.961126422,0.977080345,,
240.1,-0.522,0.067,-0.818,-0.617,-0.023,-0.758,,240.1,0.972675177,0.977641038,,
240.1333333,-0.519,0.082,-0.798,-0.609,-0.027,-0.754,,240.1333333,0.955452249,0.969600949,,
240.1666667,-0.543,0.082,-0.801,-0.621,-0.031,-0.75,,240.1666667,0.971171458,0.974218661,,
240.2,-0.534,0.073,-0.801,-0.621,-0.031,-0.75,,240.2,0.965446011,0.974218661,,
240.2333333,-0.548,0.059,-0.801,-0.625,-0.023,-0.754,,240.2333333,0.972309621,0.97962748,,
240.2666667,-0.557,0.062,-0.798,-0.633,-0.016,-0.746,,240.2666667,0.975139477,0.978499361,,
240.3,-0.534,0.067,-0.804,-0.637,-0.02,-0.738,,240.3,0.967502455,0.975096405,,
240.3333333,-0.548,0.07,-0.801,-0.625,-0.027,-0.754,,240.3333333,0.973039054,0.979729555,,
240.3666667,-0.531,0.076,-0.806,-0.621,-0.031,-0.75,,240.3666667,0.968180252,0.974218661,,
240.4,-0.534,0.07,-0.792,-0.625,-0.027,-0.754,,240.4,0.957768239,0.979729555,,
240.4333333,-0.545,0.059,-0.801,-0.625,-0.031,-0.746,,240.4333333,0.970621966,0.973705294,,
240.4666667,-0.545,0.059,-0.792,-0.633,-0.027,-0.746,,240.4666667,0.963208181,0.978741028,,
240.5,-0.548,0.067,-0.789,-0.633,-0.027,-0.738,,240.5,0.962971443,0.972657185,,
240.5333333,-0.545,0.07,-0.798,-0.629,-0.027,-0.742,,240.5333333,0.968880282,0.973105339,,
240.5666667,-0.545,0.062,-0.786,-0.629,-0.023,-0.746,,240.5666667,0.958470135,0.976056351,,
240.6,-0.534,0.067,-0.798,-0.637,-0.023,-0.75,,240.6,0.962522208,0.984275368,,
240.6333333,-0.548,0.067,-0.792,-0.633,-0.027,-0.746,,240.6333333,0.965430992,0.978741028,,
240.6666667,-0.543,0.062,-0.792,-0.645,-0.02,-0.738,,240.6666667,0.962266595,0.980341267,,
240.7,-0.545,0.067,-0.801,-0.629,-0.023,-0.746,,240.7,0.971141081,0.976056351,,
240.7333333,-0.54,0.073,-0.804,-0.633,-0.027,-0.746,,240.7333333,0.971259492,0.978741028,,
240.7666667,-0.528,0.059,-0.798,-0.629,-0.031,-0.75,,240.7666667,0.958680865,0.979337531,,
240.8,-0.563,0.067,-0.789,-0.637,-0.023,-0.746,,240.8,0.971585817,0.98123086,,
240.8333333,-0.543,0.059,-0.798,-0.633,-0.027,-0.75,,240.8333333,0.967023268,0.981793257,,
240.8666667,-0.54,0.062,-0.804,-0.641,-0.023,-0.742,,240.8666667,0.970494719,0.980802732,,
240.9,-0.545,0.056,-0.798,-0.629,-0.016,-0.742,,240.9,0.967969524,0.972862272,,
240.9333333,-0.554,0.059,-0.792,-0.637,-0.023,-0.75,,240.9333333,0.968328973,0.984275368,,
240.9666667,-0.54,0.067,-0.801,-0.648,-0.023,-0.734,,240.9666667,0.968343947,0.979381948,,
241,-0.543,0.062,-0.801,-0.637,-0.027,-0.742,,241,0.969687579,0.978295456,,
241.0333333,-0.54,0.059,-0.804,-0.633,-0.023,-0.742,,241.0333333,0.970307683,0.975593153,,
241.0666667,-0.545,0.062,-0.798,-0.648,-0.027,-0.742,,241.0666667,0.968335169,0.985493278,,
241.1,-0.543,0.067,-0.804,-0.637,-0.023,-0.746,,241.1,0.972498843,0.98123086,,
241.1333333,-0.543,0.059,-0.801,-0.641,-0.031,-0.746,,241.1333333,0.969500387,0.984051828,,
241.1666667,-0.543,0.07,-0.804,-0.645,-0.016,-0.723,,241.1666667,0.972710132,0.969025283,,
241.2,-0.545,0.067,-0.812,-0.652,-0.02,-0.719,,241.2,0.980233646,0.970806366,,
241.2333333,-0.56,0.067,-0.806,-0.648,-0.012,-0.719,,241.2333333,0.983730146,0.967992252,,
241.2666667,-0.54,0.056,-0.774,-0.637,-0.004,-0.699,,241.2666667,0.94541631,0.945719832,,
241.3,-0.493,0.044,-0.856,-0.637,-0.035,-0.77,,241.3,0.988797755,0.999946999,,
241.3333333,-0.639,0.085,-0.862,-0.59,-0.031,-0.777,,241.3333333,1.076378186,0.976109625,,
241.3666667,-0.625,0.015,-0.848,-0.633,-0.035,-0.758,,241.3666667,1.053543544,0.988169014,,
241.4,-0.569,-0.009,-0.789,-0.645,-0.004,-0.734,,241.4,0.972811904,0.977137145,,
241.4333333,-0.481,0.012,-0.842,-0.621,-0.031,-0.766,,241.4333333,0.96977781,0.986589074,,
241.4666667,-0.49,0.015,-0.871,-0.637,-0.051,-0.75,,241.4666667,0.999482866,0.985327357,,
241.5,-0.569,0.085,-1.079,-0.637,-0.043,-0.742,,241.5,1.22279475,0.978867713,,
241.5333333,-0.762,0.176,-1.39,-0.629,-0.031,-0.75,,241.5333333,1.594904386,0.979337531,,
241.5666667,-0.815,-0.161,-1.032,-0.617,-0.039,-0.77,,241.5666667,1.324828291,0.987476582,,
241.6,-0.601,-0.155,-1.079,-0.613,-0.039,-0.777,,241.6,1.244775883,0.990464033,,
241.6333333,-0.393,-0.194,-0.83,-0.609,-0.031,-0.777,,241.6333333,0.938608012,0.987709978,,
241.6666667,-0.249,-0.279,-0.519,-0.609,-0.035,-0.758,,241.6666667,0.639689769,0.972969681,,
241.7,-0.173,-0.299,-0.367,-0.625,-0.035,-0.738,,241.7,0.504002976,0.967726201,,
241.7333333,-0.138,-0.305,-0.323,-0.625,-0.027,-0.734,,241.7333333,0.465185984,0.964422107,,
241.7666667,-0.032,-0.293,-0.194,-0.633,-0.031,-0.75,,241.7666667,0.352858329,0.981911401,,
241.8,-0.073,-0.276,-0.173,-0.621,-0.039,-0.75,,241.8,0.333817315,0.974506029,,
241.8333333,-0.182,-0.205,-0.437,-0.637,-0.043,-0.742,,241.8333333,0.515866262,0.978867713,,
241.8666667,-0.381,-0.141,-0.657,-0.621,-0.059,-0.707,,241.8666667,0.772457766,0.942852587,,
241.9,-0.575,-0.062,-0.833,-0.531,0.008,-0.848,,241.9,1.014079879,1.000564341,,
241.9333333,-0.695,0.17,-1.053,-0.676,0,-0.688,,241.9333333,1.273080516,0.964530974,,
241.9666667,-0.915,0.038,-1.252,-0.656,-0.02,-0.734,,241.9666667,1.551184386,0.984627848,,
242,-0.499,0.176,-1.589,-0.629,-0.035,-0.754,,242,1.674782971,0.982538549,,
242.0333333,-0.548,-0.202,-0.812,-0.629,-0.023,-0.734,,242.0333333,1.000225974,0.966915715,,
242.0666667,-0.405,0.111,-0.736,-0.625,-0.027,-0.758,,242.0666667,0.847373589,0.982811274,,
242.1,-0.689,0.091,-0.874,-0.621,-0.031,-0.754,,242.1,1.116636915,0.977301386,,
242.1333333,-0.543,0.012,-0.777,-0.613,-0.027,-0.762,,242.1333333,0.948009494,0.978336343,,
242.1666667,-0.513,-0.012,-0.818,-0.621,-0.016,-0.742,,242.1666667,0.965627775,0.967709151,,
242.2,-0.581,0.023,-0.827,-0.652,-0.02,-0.734,,242.2,1.010949554,0.981967413,,
242.2333333,-0.522,0.038,-0.801,-0.645,-0.016,-0.727,,242.2333333,0.956832796,0.972013374,,
242.2666667,-0.513,0.029,-0.804,-0.645,-0.016,-0.73,,242.2666667,0.95416246,0.974259206,,
242.3,-0.548,0.038,-0.798,-0.625,-0.023,-0.746,,242.3,0.968788935,0.973483436,,
242.3333333,-0.534,0.053,-0.801,-0.633,-0.016,-0.746,,242.3333333,0.964140031,0.978499361,,
242.3666667,-0.528,0.044,-0.801,-0.633,-0.016,-0.754,,242.3666667,0.960375447,0.984612106,,
242.4,-0.534,0.026,-0.833,-0.629,-0.004,-0.75,,242.4,0.989808567,0.978854943,,
242.4333333,-0.516,0.038,-0.818,-0.625,-0.016,-0.742,,242.4333333,0.967896689,0.970280887,,
242.4666667,-0.522,0.038,-0.804,-0.625,-0.02,-0.746,,242.4666667,0.95934561,0.973417177,,
242.5,-0.545,0.032,-0.804,-0.637,-0.012,-0.75,,242.5,0.971835891,0.984079773,,
242.5333333,-0.534,0.032,-0.789,-0.637,-0.012,-0.746,,242.5333333,0.953258097,0.981034658,,
242.5666667,-0.554,0.032,-0.801,-0.641,-0.016,-0.738,,242.5666667,0.974443944,0.977640527,,
242.6,-0.522,0.041,-0.818,-0.629,-0.016,-0.742,,242.6,0.971230663,0.972862272,,
242.6333333,-0.531,0.038,-0.827,-0.625,-0.012,-0.754,,242.6333333,0.983531392,0.979430957,,
242.6666667,-0.528,0.032,-0.806,-0.641,-0.012,-0.754,,242.6666667,0.96407676,0.989717637,,
242.7,-0.528,0.029,-0.806,-0.621,-0.004,-0.754,,242.7,0.963981846,0.976817793,,
242.7333333,-0.557,0.029,-0.792,-0.633,-0.012,-0.75,,242.7333333,0.96868674,0.981495288,,
242.7666667,-0.545,0.041,-0.801,-0.621,-0.004,-0.762,,242.7666667,0.969694282,0.983006104,,
242.8,-0.531,0.032,-0.806,-0.594,0,-0.766,,242.8,0.965723045,0.969325539,,
242.8333333,-0.548,0.029,-0.827,-0.586,-0.008,-0.773,,242.8333333,0.992508942,0.970045875,,
242.8666667,-0.545,0.032,-0.798,-0.613,0.004,-0.77,,242.8666667,0.966877965,0.984217964,,
242.9,-0.572,0.018,-0.771,-0.621,0.023,-0.738,,242.9,0.960181754,0.964787023,,
242.9333333,-0.607,0.023,-0.762,-0.641,0.027,-0.73,,242.9333333,0.974485505,0.971859043,,
242.9666667,-0.589,0.038,-0.777,-0.637,0.02,-0.75,,242.9666667,0.975753043,0.984209835,,
243,-0.581,0.053,-0.801,-0.648,0.027,-0.73,,243,0.990944499,0.976490143,,
243.0333333,-0.56,0.053,-0.801,-0.629,0.023,-0.734,,243.0333333,0.978779853,0.966915715,,
243.0666667,-0.531,0.041,-0.78,-0.637,0.031,-0.738,,243.0666667,0.944479751,0.975384027,,
243.1,-0.548,0.038,-0.78,-0.645,0.039,-0.734,,243.1,0.954016771,0.977906949,,
243.1333333,-0.548,0.032,-0.789,-0.664,0.051,-0.723,,243.1333333,0.96117064,0.982967955,,
243.1666667,-0.569,0.041,-0.777,-0.652,0.051,-0.723,,243.1666667,0.963935164,0.974902046,,
243.2,-0.56,0.038,-0.777,-0.68,0.063,-0.699,,243.2,0.958526473,0.977225665,,
243.2333333,-0.548,0.047,-0.798,-0.688,0.059,-0.691,,243.2333333,0.969183677,0.976885868,,
243.2666667,-0.507,0.062,-0.801,-0.711,0.074,-0.68,,243.2666667,0.949996842,0.986608838,,
243.3,-0.522,0.056,-0.789,-0.707,0.074,-0.676,,243.3,0.947703013,0.980969418,,
243.3333333,-0.531,0.062,-0.812,-0.695,0.074,-0.684,,243.3333333,0.972187739,0.977935069,,
243.3666667,-0.513,0.067,-0.815,-0.707,0.07,-0.68,,243.3666667,0.965340872,0.983437339,,
243.4,-0.513,0.062,-0.815,-0.719,0.078,-0.676,,243.4,0.965006736,0.9899601,,
243.4333333,-0.519,0.056,-0.827,-0.715,0.07,-0.68,,243.4333333,0.977970347,0.989204226,,
243.4666667,-0.528,0.07,-0.812,-0.727,0.066,-0.668,,243.4666667,0.971096288,0.989499368,,
243.5,-0.504,0.082,-0.806,-0.723,0.066,-0.664,,243.5,0.954136259,0.983860254,,
243.5333333,-0.501,0.082,-0.812,-0.719,0.055,-0.68,,243.5333333,0.957637196,0.991153873,,
243.5666667,-0.507,0.07,-0.818,-0.711,0.055,-0.684,,243.5666667,0.96492124,0.988130558,,
243.6,-0.519,0.073,-0.818,-0.719,0.063,-0.668,,243.6,0.971500901,0.983439881,,
243.6333333,-0.513,0.059,-0.806,-0.723,0.055,-0.66,,243.6333333,0.95722829,0.980486614,,
243.6666667,-0.513,0.062,-0.827,-0.727,0.051,-0.652,,243.6666667,0.975162551,0.97787218,,
243.7,-0.501,0.062,-0.821,-0.719,0.047,-0.656,,243.7,0.963787321,0.974425985,,
243.7333333,-0.475,0.053,-0.836,-0.715,0.047,-0.668,,243.7333333,0.962979751,0.979621355,,
243.7666667,-0.501,0.067,-0.818,-0.707,0.043,-0.684,,243.7666667,0.96156851,0.984659332,,
243.8,-0.504,0.07,-0.806,-0.703,0.043,-0.688,,243.8,0.953179941,0.984582145,,
243.8333333,-0.513,0.047,-0.812,-0.707,0.043,-0.672,,243.8333333,0.961624667,0.976361613,,
243.8666667,-0.545,0.044,-0.812,-0.707,0.039,-0.664,,243.8666667,0.978930539,0.970703868,,
243.9,-0.534,0.044,-0.821,-0.711,0.059,-0.676,,243.9,0.980373908,0.982841798,,
243.9333333,-0.531,0.047,-0.812,-0.707,0.051,-0.688,,243.9333333,0.971346488,0.987822859,,
243.9666667,-0.528,0.044,-0.801,-0.707,0.039,-0.691,,243.9666667,0.960375447,0.989368991,,
244,-0.528,0.047,-0.806,-0.684,0.039,-0.691,,244,0.964691142,0.973066288,,
244.0333333,-0.54,0.047,-0.804,-0.695,0.039,-0.68,,244.0333333,0.969651999,0.973111504,,
244.0666667,-0.548,0.047,-0.792,-0.707,0.035,-0.688,,244.0666667,0.964249449,0.987126132,,
244.1,-0.554,0.047,-0.798,-0.703,0.031,-0.688,,244.1,0.972588813,0.984131089,,
244.1333333,-0.563,0.038,-0.786,-0.707,0.023,-0.68,,244.1333333,0.967578937,0.981212515,,
244.1666667,-0.543,0.032,-0.798,-0.699,0.023,-0.676,,244.1666667,0.965752039,0.972679803,,
244.2,-0.54,0.041,-0.801,-0.699,0.02,-0.676,,244.2,0.966892962,0.97261349,,
244.2333333,-0.531,0.032,-0.806,-0.703,0.02,-0.688,,244.2333333,0.965723045,0.983846025,,
244.2666667,-0.534,0.032,-0.804,-0.695,0.02,-0.688,,244.2666667,0.965710101,0.978145695,,
244.3,-0.543,0.018,-0.801,-0.699,0.02,-0.688,,244.3,0.967870859,0.980991845,,
244.3333333,-0.545,0.018,-0.806,-0.699,0.02,-0.684,,244.3333333,0.973131543,0.978190677,,
244.3666667,-0.545,0.029,-0.801,-0.699,0.02,-0.688,,244.3666667,0.969261059,0.980991845,,
244.4,-0.543,0.029,-0.801,-0.699,0.023,-0.688,,244.4,0.968137903,0.981057593,,
244.4333333,-0.545,0.032,-0.801,-0.699,0.012,-0.691,,244.4333333,0.969355456,0.982967955,,
244.4666667,-0.543,0.038,-0.789,-0.688,0,-0.695,,244.4666667,0.95854786,0.977941205,,
244.5,-0.543,0.038,-0.792,-0.691,0.008,-0.691,,244.5,0.96101873,0.977254317,,
244.5333333,-0.545,0.029,-0.798,-0.699,0.02,-0.691,,244.5333333,0.966783326,0.983098164,,
244.5666667,-0.54,0.029,-0.792,-0.703,0.023,-0.691,,244.5666667,0.959012513,0.986011663,,
244.6,-0.548,0.032,-0.798,-0.691,0.02,-0.695,,244.6,0.968572145,0.980258129,,
244.6333333,-0.545,0.029,-0.792,-0.688,0.016,-0.691,,244.6333333,0.961836784,0.975233818,,
244.6666667,-0.54,0.023,-0.801,-0.703,0.016,-0.688,,244.6666667,0.966297056,0.98377284,,
244.7,-0.554,0.009,-0.827,-0.684,0.008,-0.699,,244.7,0.995452661,0.978018916,,
244.7333333,-0.513,0.018,-0.818,-0.676,0.016,-0.707,,244.7333333,0.965720974,0.978305167,,
244.7666667,-0.528,0.029,-0.792,-0.668,0.012,-0.711,,244.7666667,0.952307198,0.97564799,,
244.8,-0.557,0.026,-0.798,-0.695,0.02,-0.703,,244.8,0.973513739,0.988753761,,
244.8333333,-0.557,0.029,-0.792,-0.68,0.02,-0.699,,244.8333333,0.96868674,0.975397868,,
