Time,R X,R Y,R Z,L X,L Y,L Z,,Time,Mag Right,Mag Left,,Shifted left forward 0.6
0,-0.413,-0.056,-1.012,-1.059,0.059,-0.688,,0,1.094462882,1.264241274,,
0.033333333,-0.408,-0.073,-0.883,-0.785,-0.07,-0.84,,0.033333333,0.975439388,1.151835492,,
0.066666667,-0.372,-0.032,-0.874,-0.543,0.008,-0.648,,0.066666667,0.950412542,0.845468509,,
0.1,-0.405,-0.038,-0.874,-0.789,0.063,-0.73,,0.1,0.964025415,1.076749739,,
0.133333333,-0.452,-0.059,-0.85,-0.68,0.129,-0.75,,0.133333333,0.96451283,1.02055916,,
0.166666667,-0.413,-0.062,-0.874,-0.426,0.016,-0.777,,0.166666667,0.968653189,0.886262377,,
0.2,-0.431,-0.059,-0.886,-0.695,0.063,-0.715,,0.2,0.987034954,0.999109103,,
0.233333333,-0.39,-0.053,-0.868,-0.609,0.039,-0.77,,0.233333333,0.953065055,0.982497837,,
0.266666667,-0.399,-0.053,-0.871,-0.641,0.07,-0.734,,0.266666667,0.959505602,0.977004094,,
0.3,-0.413,-0.053,-0.871,-0.629,0.078,-0.75,,0.3,0.965411311,0.981949591,,
0.333333333,-0.419,-0.041,-0.862,-0.625,0.074,-0.754,,0.333333333,0.959315381,0.982149174,,
0.366666667,-0.408,-0.044,-0.877,-0.633,0.07,-0.75,,0.366666667,0.968260812,0.983915139,,
0.4,-0.425,-0.047,-0.874,-0.633,0.082,-0.754,,0.4,0.972990236,0.987891188,,
0.433333333,-0.431,-0.056,-0.856,-0.629,0.066,-0.746,,0.433333333,0.960017187,0.978014826,,
0.466666667,-0.431,-0.053,-0.856,-0.645,0.07,-0.738,,0.466666667,0.959846863,0.982633706,,
0.5,-0.437,-0.047,-0.862,-0.637,0.07,-0.742,,0.5,0.967585655,0.980424908,,
0.533333333,-0.422,-0.044,-0.856,-0.641,0.066,-0.742,,0.533333333,0.955382646,0.982751749,,
0.566666667,-0.431,-0.053,-0.862,-0.633,0.063,-0.75,,0.566666667,0.965201533,0.983441915,,
0.6,-0.44,-0.047,-0.862,-0.637,0.063,-0.742,,0.6,0.968944271,0.979949999,,
0.633333333,-0.44,-0.047,-0.859,-0.641,0.066,-0.738,,0.633333333,0.966276358,0.979735168,,
0.666666667,-0.437,-0.047,-0.862,-0.637,0.07,-0.75,,0.666666667,0.967585655,0.986493284,,
0.7,-0.44,-0.047,-0.856,-0.637,0.066,-0.75,,0.7,0.963610398,0.986217522,,
0.733333333,-0.434,-0.047,-0.868,-0.641,0.055,-0.746,,0.733333333,0.971590963,0.985099995,,
0.766666667,-0.44,-0.053,-0.856,-0.637,0.055,-0.742,,0.766666667,0.963921677,0.979468223,,
0.8,-0.44,-0.053,-0.856,-0.637,0.059,-0.746,,0.8,0.963921677,0.982733942,,
0.833333333,-0.431,-0.047,-0.848,-0.641,0.063,-0.742,,0.833333333,0.952404326,0.982554833,,
0.866666667,-0.44,-0.053,-0.856,-0.641,0.059,-0.746,,0.866666667,0.963921677,0.985331416,,
0.9,-0.446,-0.047,-0.85,-0.641,0.066,-0.75,,0.9,0.961054109,0.988805845,,
0.933333333,-0.446,-0.047,-0.859,-0.633,0.051,-0.75,,0.933333333,0.96902322,0.982746152,,
0.966666667,-0.446,-0.047,-0.856,-0.633,0.055,-0.738,,0.966666667,0.966364838,0.973836742,,
1,-0.437,-0.044,-0.856,-0.645,0.055,-0.75,,1,0.962102385,0.990732053,,
1.033333333,-0.446,-0.047,-0.859,-0.641,0.051,-0.738,,1.033333333,0.96902322,0.978839108,,
1.066666667,-0.446,-0.053,-0.856,-0.641,0.055,-0.734,,1.066666667,0.96667523,0.976044056,,
1.1,-0.44,-0.047,-0.859,-0.641,0.051,-0.742,,1.1,0.966276358,0.981858442,,
1.133333333,-0.446,-0.047,-0.848,-0.637,0.051,-0.738,,1.133333333,0.959285672,0.976224359,,
1.166666667,-0.437,-0.047,-0.859,-0.637,0.055,-0.746,,1.166666667,0.964913986,0.982501908,,
1.2,-0.446,-0.047,-0.848,-0.637,0.051,-0.75,,1.2,0.959285672,0.985327357,,
1.233333333,-0.449,-0.044,-0.85,-0.645,0.051,-0.738,,1.233333333,0.962308163,0.981463193,,
1.266666667,-0.437,-0.047,-0.859,-0.633,0.051,-0.75,,1.266666667,0.964913986,0.982746152,,
1.3,-0.449,-0.053,-0.856,-0.641,0.055,-0.746,,1.3,0.968063014,0.985099995,,
1.333333333,-0.44,-0.047,-0.856,-0.637,0.051,-0.734,,1.333333333,0.963610398,0.973203987,,
1.366666667,-0.44,-0.044,-0.856,-0.641,0.055,-0.742,,1.366666667,0.963468733,0.982074335,,
1.4,-0.446,-0.047,-0.859,-0.629,0.059,-0.742,,1.4,0.96902322,0.974518343,,
1.433333333,-0.446,-0.047,-0.859,-0.633,0.047,-0.738,,1.433333333,0.96902322,0.97341769,,
1.466666667,-0.446,-0.044,-0.856,-0.637,0.051,-0.738,,1.466666667,0.966223577,0.976224359,,
1.5,-0.446,-0.047,-0.859,-0.645,0.055,-0.746,,1.5,0.96902322,0.987707447,,
1.533333333,-0.446,-0.044,-0.85,-0.633,0.047,-0.746,,1.533333333,0.960912067,0.97949681,,
1.566666667,-0.446,-0.044,-0.856,-0.637,0.051,-0.75,,1.566666667,0.966223577,0.985327357,,
1.6,-0.44,-0.044,-0.85,-0.633,0.051,-0.75,,1.6,0.958141952,0.982746152,,
1.633333333,-0.449,-0.038,-0.856,-0.637,0.055,-0.746,,1.633333333,0.967357741,0.982501908,,
1.666666667,-0.449,-0.041,-0.856,-0.641,0.055,-0.75,,1.666666667,0.967480232,0.988132582,,
1.7,-0.44,-0.047,-0.85,-0.637,0.051,-0.742,,1.7,0.958284405,0.979251755,,
1.733333333,-0.449,-0.047,-0.856,-0.637,0.051,-0.742,,1.733333333,0.967753068,0.979251755,,
1.766666667,-0.437,-0.044,-0.859,-0.637,0.051,-0.746,,1.766666667,0.964772512,0.982286109,,
1.8,-0.44,-0.041,-0.85,-0.633,0.051,-0.75,,1.8,0.958008873,0.982746152,,
1.833333333,-0.446,-0.044,-0.856,-0.637,0.051,-0.75,,1.833333333,0.966223577,0.985327357,,
1.866666667,-0.446,-0.047,-0.856,-0.637,0.051,-0.746,,1.866666667,0.966364838,0.982286109,,
1.9,-0.446,-0.044,-0.856,-0.637,0.066,-0.75,,1.9,0.966223577,0.986217522,,
1.933333333,-0.449,-0.047,-0.856,-0.637,0.059,-0.75,,1.933333333,0.967753068,0.985773808,,
1.966666667,-0.446,-0.044,-0.856,-0.637,0.055,-0.746,,1.966666667,0.966223577,0.982501908,,
2,-0.446,-0.044,-0.856,-0.641,0.055,-0.746,,2,0.966223577,0.985099995,,
2.033333333,-0.449,-0.044,-0.859,-0.633,0.055,-0.75,,2.033333333,0.970266974,0.982961851,,
2.066666667,-0.446,-0.044,-0.85,-0.629,0.051,-0.75,,2.066666667,0.960912067,0.980174474,,
2.1,-0.446,-0.044,-0.859,-0.641,0.051,-0.746,,2.1,0.968882346,0.984884765,,
2.133333333,-0.449,-0.053,-0.862,-0.637,0.055,-0.742,,2.133333333,0.973372488,0.979468223,,
2.166666667,-0.446,-0.044,-0.85,-0.637,0.051,-0.742,,2.166666667,0.960912067,0.979251755,,
2.2,-0.44,-0.047,-0.856,-0.633,0.051,-0.738,,2.2,0.963610398,0.973619022,,
2.233333333,-0.449,-0.044,-0.85,-0.633,0.059,-0.75,,2.233333333,0.962308163,0.983193775,,
2.266666667,-0.446,-0.044,-0.85,-0.629,0.059,-0.746,,2.266666667,0.960912067,0.977567389,,
2.3,-0.449,-0.044,-0.856,-0.633,0.051,-0.746,,2.3,0.967612009,0.979696892,,
2.333333333,-0.44,-0.047,-0.856,-0.637,0.055,-0.742,,2.333333333,0.963610398,0.979468223,,
2.366666667,-0.446,-0.041,-0.85,-0.637,0.055,-0.738,,2.366666667,0.960779371,0.976441499,,
2.4,-0.446,-0.047,-0.856,-0.629,0.063,-0.746,,2.4,0.966364838,0.977816956,,
2.433333333,-0.446,-0.047,-0.85,-0.633,0.051,-0.746,,2.433333333,0.961054109,0.979696892,,
2.466666667,-0.449,-0.053,-0.845,-0.645,0.051,-0.746,,2.466666667,0.958350145,0.987492785,,
2.5,-0.446,-0.053,-0.856,-0.637,0.055,-0.75,,2.5,0.96667523,0.98554249,,
2.533333333,-0.446,-0.047,-0.85,-0.637,0.047,-0.746,,2.533333333,0.961054109,0.982086554,,
2.566666667,-0.446,-0.047,-0.856,-0.641,0.055,-0.75,,2.566666667,0.966364838,0.988132582,,
2.6,-0.449,-0.047,-0.848,-0.633,0.051,-0.746,,2.6,0.960684131,0.979696892,,
2.633333333,-0.446,-0.044,-0.856,-0.629,0.055,-0.75,,2.633333333,0.966223577,0.980390738,,
2.666666667,-0.446,-0.044,-0.859,-0.637,0.059,-0.746,,2.666666667,0.968882346,0.982733942,,
2.7,-0.452,-0.044,-0.85,-0.637,0.055,-0.746,,2.7,0.963711575,0.982501908,,
2.733333333,-0.449,-0.044,-0.85,-0.637,0.051,-0.746,,2.733333333,0.962308163,0.982286109,,
2.766666667,-0.449,-0.041,-0.848,-0.641,0.055,-0.742,,2.766666667,0.960409288,0.982074335,,
2.8,-0.449,-0.041,-0.845,-0.633,0.051,-0.75,,2.8,0.957761453,0.982746152,,
2.833333333,-0.452,-0.053,-0.859,-0.645,0.051,-0.75,,2.833333333,0.972108019,0.990518046,,
2.866666667,-0.434,-0.053,-0.85,-0.633,0.051,-0.75,,2.866666667,0.955858253,0.982746152,,
2.9,-0.449,-0.047,-0.856,-0.633,0.059,-0.742,,2.9,0.967753068,0.977104907,,
2.933333333,-0.446,-0.047,-0.859,-0.641,0.051,-0.746,,2.933333333,0.96902322,0.984884765,,
2.966666667,-0.446,-0.044,-0.859,-0.641,0.055,-0.746,,2.966666667,0.968882346,0.985099995,,
3,-0.449,-0.044,-0.85,-0.633,0.055,-0.754,,3,0.962308163,0.986017241,,
3.033333333,-0.446,-0.044,-0.85,-0.637,0.055,-0.75,,3.033333333,0.960912067,0.98554249,,
3.066666667,-0.452,-0.041,-0.845,-0.633,0.051,-0.75,,3.066666667,0.959171518,0.982746152,,
3.1,-0.452,-0.038,-0.848,-0.629,0.047,-0.746,,3.1,0.961692258,0.976916578,,
3.133333333,-0.449,-0.038,-0.85,-0.641,0.051,-0.746,,3.133333333,0.962052493,0.984884765,,
3.166666667,-0.452,-0.041,-0.85,-0.641,0.051,-0.746,,3.166666667,0.963579265,0.984884765,,
3.2,-0.452,-0.044,-0.85,-0.641,0.051,-0.742,,3.2,0.963711575,0.981858442,,
3.233333333,-0.446,-0.044,-0.85,-0.645,0.043,-0.738,,3.233333333,0.960912067,0.981080017,,
3.266666667,-0.452,-0.053,-0.856,-0.637,0.047,-0.746,,3.266666667,0.969458096,0.982086554,,
3.3,-0.446,-0.047,-0.85,-0.641,0.051,-0.738,,3.3,0.961054109,0.978839108,,
3.333333333,-0.452,-0.044,-0.848,-0.637,0.047,-0.746,,3.333333333,0.961948024,0.982086554,,
3.366666667,-0.457,-0.047,-0.856,-0.633,0.051,-0.75,,3.366666667,0.971490607,0.982746152,,
3.4,-0.449,-0.038,-0.85,-0.629,0.059,-0.75,,3.4,0.962052493,0.980623271,,
3.433333333,-0.449,-0.038,-0.85,-0.633,0.055,-0.754,,3.433333333,0.962052493,0.986017241,,
3.466666667,-0.446,-0.044,-0.85,-0.633,0.051,-0.742,,3.466666667,0.960912067,0.976654494,,
3.5,-0.449,-0.041,-0.859,-0.629,0.051,-0.746,,3.5,0.970135558,0.977117188,,
3.533333333,-0.452,-0.041,-0.85,-0.633,0.047,-0.746,,3.533333333,0.963579265,0.97949681,,
3.566666667,-0.457,-0.044,-0.848,-0.637,0.051,-0.746,,3.566666667,0.964307524,0.982286109,,
3.6,-0.457,-0.047,-0.85,-0.645,0.055,-0.742,,3.6,0.966208052,0.984689799,,
3.633333333,-0.452,-0.044,-0.85,-0.641,0.051,-0.746,,3.633333333,0.963711575,0.984884765,,
3.666666667,-0.452,-0.044,-0.848,-0.637,0.047,-0.746,,3.666666667,0.961948024,0.982086554,,
3.7,-0.449,-0.047,-0.848,-0.641,0.047,-0.742,,3.7,0.960684131,0.9816588,,
3.733333333,-0.452,-0.053,-0.848,-0.637,0.055,-0.742,,3.733333333,0.962401683,0.979468223,,
3.766666667,-0.452,-0.053,-0.856,-0.633,0.047,-0.75,,3.766666667,0.969458096,0.982546691,,
3.8,-0.446,-0.047,-0.848,-0.633,0.047,-0.75,,3.8,0.959285672,0.982546691,,
3.833333333,-0.452,-0.047,-0.856,-0.633,0.047,-0.746,,3.833333333,0.969148595,0.97949681,,
3.866666667,-0.446,-0.047,-0.856,-0.633,0.051,-0.75,,3.866666667,0.966364838,0.982746152,,
3.9,-0.446,-0.047,-0.856,-0.625,0.059,-0.75,,3.9,0.966364838,0.97806237,,
3.933333333,-0.449,-0.047,-0.848,-0.633,0.055,-0.754,,3.933333333,0.960684131,0.986017241,,
3.966666667,-0.452,-0.047,-0.856,-0.633,0.051,-0.75,,3.966666667,0.969148595,0.982746152,,
4,-0.452,-0.044,-0.848,-0.633,0.055,-0.746,,4,0.961948024,0.979913261,,
4.033333333,-0.449,-0.044,-0.859,-0.633,0.047,-0.75,,4.033333333,0.970266974,0.982546691,,
4.066666667,-0.452,-0.041,-0.848,-0.637,0.047,-0.742,,4.066666667,0.961815471,0.979051582,,
4.1,-0.449,-0.044,-0.848,-0.648,0.055,-0.738,,4.1,0.960542034,0.983652886,,
4.133333333,-0.452,-0.047,-0.85,-0.641,0.047,-0.746,,4.133333333,0.963853205,0.984685737,,
4.166666667,-0.452,-0.047,-0.848,-0.641,0.051,-0.746,,4.166666667,0.962089913,0.984884765,,
4.2,-0.449,-0.047,-0.845,-0.637,0.047,-0.746,,4.2,0.958037056,0.982086554,,
4.233333333,-0.452,-0.056,-0.85,-0.637,0.047,-0.742,,4.233333333,0.964333967,0.979051582,,
4.266666667,-0.446,-0.053,-0.848,-0.645,0.047,-0.75,,4.266666667,0.959598353,0.99032015,,
4.3,-0.446,-0.047,-0.85,-0.629,0.047,-0.75,,4.3,0.961054109,0.979974489,,
4.333333333,-0.446,-0.047,-0.856,-0.633,0.047,-0.75,,4.333333333,0.966364838,0.982546691,,
4.366666667,-0.449,-0.047,-0.848,-0.629,0.051,-0.75,,4.366666667,0.960684131,0.980174474,,
4.4,-0.449,-0.047,-0.848,-0.625,0.063,-0.754,,4.4,0.960684131,0.981381679,,
4.433333333,-0.452,-0.041,-0.856,-0.637,0.059,-0.746,,4.433333333,0.968876153,0.982733942,,
4.466666667,-0.449,-0.041,-0.85,-0.629,0.055,-0.75,,4.466666667,0.96217566,0.980390738,,
4.5,-0.457,-0.044,-0.848,-0.637,0.051,-0.75,,4.5,0.964307524,0.985327357,,
4.533333333,-0.449,-0.041,-0.85,-0.641,0.051,-0.75,,4.533333333,0.96217566,0.987918013,,
4.566666667,-0.449,-0.038,-0.856,-0.641,0.055,-0.75,,4.566666667,0.967357741,0.988132582,,
4.6,-0.457,-0.044,-0.845,-0.641,0.051,-0.75,,4.6,0.961670422,0.987918013,,
4.633333333,-0.449,-0.044,-0.848,-0.641,0.051,-0.75,,4.633333333,0.960542034,0.987918013,,
4.666666667,-0.449,-0.041,-0.85,-0.641,0.051,-0.746,,4.666666667,0.96217566,0.984884765,,
4.7,-0.446,-0.053,-0.85,-0.637,0.051,-0.742,,4.7,0.961366215,0.979251755,,
4.733333333,-0.452,-0.047,-0.85,-0.633,0.047,-0.746,,4.733333333,0.963853205,0.97949681,,
4.766666667,-0.449,-0.047,-0.848,-0.629,0.047,-0.746,,4.766666667,0.960684131,0.976916578,,
4.8,-0.452,-0.056,-0.848,-0.633,0.047,-0.75,,4.8,0.962571556,0.982546691,,
4.833333333,-0.446,-0.047,-0.85,-0.629,0.051,-0.746,,4.833333333,0.961054109,0.977117188,,
4.866666667,-0.457,-0.041,-0.848,-0.629,0.051,-0.746,,4.866666667,0.964175295,0.977117188,,
4.9,-0.449,-0.038,-0.85,-0.621,0.059,-0.75,,4.9,0.962052493,0.975511148,,
4.933333333,-0.457,-0.038,-0.856,-0.633,0.051,-0.75,,4.933333333,0.971096803,0.982746152,,
4.966666667,-0.457,-0.044,-0.85,-0.629,0.051,-0.754,,4.966666667,0.966066768,0.983238527,,
5,-0.446,-0.044,-0.845,-0.641,0.051,-0.75,,5,0.956492028,0.987918013,,
5.033333333,-0.457,-0.041,-0.856,-0.641,0.055,-0.738,,5.033333333,0.971218822,0.979055667,,
5.066666667,-0.457,-0.044,-0.85,-0.641,0.051,-0.738,,5.066666667,0.966066768,0.978839108,,
5.1,-0.452,-0.044,-0.848,-0.641,0.051,-0.746,,5.1,0.961948024,0.984884765,,
5.133333333,-0.457,-0.044,-0.848,-0.637,0.047,-0.75,,5.133333333,0.964307524,0.985128418,,
5.166666667,-0.457,-0.053,-0.842,-0.641,0.047,-0.746,,5.166666667,0.95949049,0.984685737,,
5.2,-0.46,-0.047,-0.848,-0.633,0.047,-0.746,,5.2,0.965874215,0.97949681,,
5.233333333,-0.452,-0.044,-0.85,-0.637,0.051,-0.75,,5.233333333,0.963711575,0.985327357,,
5.266666667,-0.449,-0.044,-0.848,-0.637,0.051,-0.75,,5.266666667,0.960542034,0.985327357,,
5.3,-0.463,-0.044,-0.848,-0.637,0.047,-0.746,,5.3,0.967165446,0.982086554,,
5.333333333,-0.463,-0.044,-0.85,-0.633,0.047,-0.746,,5.333333333,0.968919501,0.97949681,,
5.366666667,-0.452,-0.041,-0.842,-0.637,0.047,-0.75,,5.366666667,0.956529665,0.985128418,,
5.4,-0.46,-0.041,-0.85,-0.629,0.059,-0.746,,5.4,0.967357741,0.977567389,,
5.433333333,-0.46,-0.047,-0.848,-0.633,0.051,-0.746,,5.433333333,0.965874215,0.979696892,,
5.466666667,-0.463,-0.044,-0.845,-0.637,0.043,-0.746,,5.466666667,0.964536158,0.981903254,,
5.5,-0.457,-0.044,-0.848,-0.641,0.051,-0.746,,5.5,0.964307524,0.984884765,,
5.533333333,-0.457,-0.047,-0.848,-0.633,0.047,-0.746,,5.533333333,0.964449066,0.97949681,,
5.566666667,-0.452,-0.047,-0.845,-0.637,0.047,-0.742,,5.566666667,0.959446716,0.979051582,,
5.6,-0.457,-0.047,-0.848,-0.637,0.047,-0.746,,5.6,0.964449066,0.982086554,,
5.633333333,-0.452,-0.053,-0.856,-0.637,0.051,-0.746,,5.633333333,0.969458096,0.982286109,,
5.666666667,-0.452,-0.053,-0.845,-0.637,0.051,-0.75,,5.666666667,0.959759345,0.985327357,,
5.7,-0.452,-0.053,-0.848,-0.629,0.047,-0.75,,5.7,0.962401683,0.979974489,,
5.733333333,-0.452,-0.053,-0.848,-0.645,0.051,-0.75,,5.733333333,0.962401683,0.990518046,,
5.766666667,-0.452,-0.047,-0.848,-0.637,0.047,-0.75,,5.766666667,0.962089913,0.985128418,,
5.8,-0.452,-0.044,-0.85,-0.629,0.047,-0.746,,5.8,0.963711575,0.976916578,,
5.833333333,-0.457,-0.044,-0.845,-0.629,0.055,-0.75,,5.833333333,0.961670422,0.980390738,,
5.866666667,-0.46,-0.041,-0.848,-0.633,0.047,-0.746,,5.866666667,0.965600849,0.97949681,,
5.9,-0.457,-0.044,-0.845,-0.629,0.059,-0.746,,5.9,0.961670422,0.977567389,,
5.933333333,-0.457,-0.047,-0.845,-0.633,0.051,-0.75,,5.933333333,0.961812352,0.982746152,,
5.966666667,-0.46,-0.053,-0.85,-0.637,0.047,-0.742,,5.966666667,0.967940597,0.979051582,,
6,-0.452,-0.053,-0.848,-0.637,0.043,-0.742,,6,0.962401683,0.978867713,,
6.033333333,-0.452,-0.047,-0.848,-0.641,0.051,-0.75,,6.033333333,0.962089913,0.987918013,,
6.066666667,-0.449,-0.056,-0.848,-0.637,0.047,-0.742,,6.066666667,0.961166479,0.979051582,,
6.1,-0.449,-0.053,-0.856,-0.633,0.051,-0.746,,6.1,0.968063014,0.979696892,,
6.133333333,-0.452,-0.047,-0.848,-0.625,0.047,-0.75,,6.133333333,0.962089913,0.977411889,,
6.166666667,-0.457,-0.047,-0.85,-0.633,0.047,-0.75,,6.166666667,0.966208052,0.982546691,,
6.2,-0.457,-0.047,-0.85,-0.633,0.051,-0.742,,6.2,0.966208052,0.976654494,,
6.233333333,-0.457,-0.044,-0.85,-0.629,0.051,-0.742,,6.233333333,0.966066768,0.974066733,,
6.266666667,-0.457,-0.044,-0.848,-0.625,0.051,-0.75,,6.266666667,0.964307524,0.977612398,,
6.3,-0.452,-0.041,-0.85,-0.633,0.047,-0.742,,6.3,0.963579265,0.976453788,,
6.333333333,-0.457,-0.044,-0.845,-0.633,0.051,-0.75,,6.333333333,0.961670422,0.982746152,,
6.366666667,-0.457,-0.053,-0.856,-0.637,0.047,-0.746,,6.366666667,0.971799362,0.982086554,,
6.4,-0.452,-0.044,-0.85,-0.637,0.059,-0.746,,6.4,0.963711575,0.982733942,,
6.433333333,-0.452,-0.053,-0.848,-0.637,0.051,-0.746,,6.433333333,0.962401683,0.982286109,,
6.466666667,-0.449,-0.047,-0.845,-0.633,0.051,-0.75,,6.466666667,0.958037056,0.982746152,,
6.5,-0.452,-0.047,-0.848,-0.625,0.051,-0.75,,6.5,0.962089913,0.977612398,,
6.533333333,-0.457,-0.056,-0.848,-0.629,0.047,-0.746,,6.533333333,0.964929531,0.976916578,,
6.566666667,-0.457,-0.047,-0.85,-0.629,0.047,-0.746,,6.566666667,0.966208052,0.976916578,,
6.6,-0.452,-0.044,-0.845,-0.633,0.055,-0.746,,6.6,0.959304436,0.979913261,,
6.633333333,-0.457,-0.047,-0.856,-0.629,0.051,-0.754,,6.633333333,0.971490607,0.983238527,,
6.666666667,-0.457,-0.044,-0.85,-0.629,0.047,-0.75,,6.666666667,0.966066768,0.979974489,,
6.7,-0.449,-0.044,-0.845,-0.629,0.051,-0.746,,6.7,0.957894566,0.977117188,,
6.733333333,-0.452,-0.047,-0.848,-0.637,0.047,-0.746,,6.733333333,0.962089913,0.982086554,,
6.766666667,-0.457,-0.044,-0.848,-0.629,0.055,-0.75,,6.766666667,0.964307524,0.980390738,,
6.8,-0.457,-0.053,-0.845,-0.633,0.051,-0.75,,6.8,0.962124212,0.982746152,,
6.833333333,-0.457,-0.047,-0.848,-0.629,0.051,-0.75,,6.833333333,0.964449066,0.980174474,,
6.866666667,-0.457,-0.044,-0.848,-0.633,0.051,-0.75,,6.866666667,0.964307524,0.982746152,,
6.9,-0.457,-0.047,-0.845,-0.625,0.066,-0.75,,6.9,0.961812352,0.978509581,,
6.933333333,-0.457,-0.047,-0.848,-0.633,0.051,-0.746,,6.933333333,0.964449066,0.979696892,,
6.966666667,-0.452,-0.044,-0.848,-0.637,0.047,-0.75,,6.966666667,0.961948024,0.985128418,,
7,-0.46,-0.047,-0.85,-0.641,0.051,-0.746,,7,0.967630611,0.984884765,,
7.033333333,-0.452,-0.047,-0.845,-0.633,0.051,-0.746,,7.033333333,0.959446716,0.979696892,,
7.066666667,-0.463,-0.053,-0.85,-0.637,0.047,-0.746,,7.066666667,0.969369898,0.982086554,,
7.1,-0.457,-0.053,-0.848,-0.637,0.047,-0.75,,7.1,0.964760074,0.985128418,,
7.133333333,-0.452,-0.047,-0.845,-0.633,0.047,-0.75,,7.133333333,0.959446716,0.982546691,,
7.166666667,-0.46,-0.044,-0.848,-0.637,0.047,-0.738,,7.166666667,0.965732882,0.976023565,,
7.2,-0.46,-0.044,-0.848,-0.637,0.047,-0.75,,7.2,0.965732882,0.985128418,,
7.233333333,-0.452,-0.047,-0.848,-0.637,0.047,-0.75,,7.233333333,0.962089913,0.985128418,,
7.266666667,-0.452,-0.047,-0.845,-0.633,0.047,-0.742,,7.266666667,0.959446716,0.976453788,,
7.3,-0.46,-0.047,-0.845,-0.633,0.051,-0.75,,7.3,0.963241403,0.982746152,,
7.333333333,-0.457,-0.044,-0.856,-0.641,0.043,-0.742,,7.333333333,0.971350091,0.98147542,,
7.366666667,-0.452,-0.044,-0.856,-0.633,0.047,-0.746,,7.366666667,0.96900774,0.97949681,,
7.4,-0.452,-0.053,-0.845,-0.629,0.055,-0.75,,7.4,0.959759345,0.980390738,,
7.433333333,-0.466,-0.053,-0.845,-0.633,0.043,-0.75,,7.433333333,0.966431581,0.982363477,,
7.466666667,-0.452,-0.047,-0.85,-0.641,0.047,-0.746,,7.466666667,0.963853205,0.984685737,,
7.5,-0.457,-0.044,-0.848,-0.641,0.051,-0.742,,7.5,0.964307524,0.981858442,,
7.533333333,-0.457,-0.044,-0.845,-0.633,0.047,-0.746,,7.533333333,0.961670422,0.97949681,,
7.566666667,-0.46,-0.053,-0.848,-0.637,0.047,-0.75,,7.566666667,0.966184765,0.985128418,,
7.6,-0.463,-0.047,-0.845,-0.633,0.051,-0.75,,7.6,0.964677666,0.982746152,,
7.633333333,-0.452,-0.044,-0.85,-0.633,0.047,-0.742,,7.633333333,0.963711575,0.976453788,,
7.666666667,-0.457,-0.047,-0.85,-0.641,0.047,-0.742,,7.666666667,0.966208052,0.9816588,,
7.7,-0.457,-0.047,-0.85,-0.625,0.047,-0.75,,7.7,0.966208052,0.977411889,,
7.733333333,-0.46,-0.053,-0.856,-0.637,0.047,-0.746,,7.733333333,0.973213748,0.982086554,,
7.766666667,-0.46,-0.056,-0.845,-0.637,0.047,-0.746,,7.766666667,0.96372247,0.982086554,,
7.8,-0.449,-0.047,-0.848,-0.637,0.047,-0.75,,7.8,0.960684131,0.985128418,,
7.833333333,-0.452,-0.056,-0.85,-0.637,0.047,-0.75,,7.833333333,0.964333967,0.985128418,,
7.866666667,-0.452,-0.047,-0.85,-0.637,0.051,-0.746,,7.866666667,0.963853205,0.982286109,,
7.9,-0.452,-0.047,-0.85,-0.629,0.059,-0.75,,7.9,0.963853205,0.980623271,,
7.933333333,-0.457,-0.047,-0.848,-0.633,0.051,-0.75,,7.933333333,0.964449066,0.982746152,,
7.966666667,-0.46,-0.053,-0.848,-0.633,0.055,-0.746,,7.966666667,0.966184765,0.979913261,,
8,-0.457,-0.047,-0.85,-0.633,0.051,-0.75,,8,0.966208052,0.982746152,,
8.033333333,-0.457,-0.053,-0.85,-0.633,0.051,-0.746,,8.033333333,0.966518494,0.979696892,,
8.066666667,-0.46,-0.047,-0.848,-0.633,0.051,-0.746,,8.066666667,0.965874215,0.979696892,,
8.1,-0.457,-0.053,-0.848,-0.633,0.051,-0.75,,8.1,0.964760074,0.982746152,,
8.133333333,-0.452,-0.053,-0.845,-0.633,0.047,-0.75,,8.133333333,0.959759345,0.982546691,,
8.166666667,-0.449,-0.047,-0.848,-0.633,0.051,-0.75,,8.166666667,0.960684131,0.982746152,,
8.2,-0.457,-0.053,-0.848,-0.629,0.055,-0.746,,8.2,0.964760074,0.977334129,,
8.233333333,-0.452,-0.044,-0.845,-0.629,0.047,-0.75,,8.233333333,0.959304436,0.979974489,,
8.266666667,-0.457,-0.053,-0.85,-0.629,0.047,-0.75,,8.266666667,0.966518494,0.979974489,,
8.3,-0.452,-0.047,-0.845,-0.633,0.051,-0.746,,8.3,0.959446716,0.979696892,,
8.333333333,-0.449,-0.047,-0.85,-0.633,0.051,-0.746,,8.333333333,0.962449999,0.979696892,,
8.366666667,-0.457,-0.053,-0.848,-0.629,0.047,-0.75,,8.366666667,0.964760074,0.979974489,,
8.4,-0.457,-0.053,-0.848,-0.629,0.059,-0.754,,8.4,0.964760074,0.983685925,,
8.433333333,-0.457,-0.047,-0.848,-0.633,0.051,-0.754,,8.433333333,0.964449066,0.985802211,,
8.466666667,-0.457,-0.047,-0.85,-0.629,0.051,-0.75,,8.466666667,0.966208052,0.980174474,,
